,league,date,home_team,away_team,xG,xGA,npxG,npxGA,deep,deep_allowed,ppda_coef,oppda_coef,fthg,ftag,ftr
4790,EPL,2015-02-10,Hull,Aston Villa,0.985975,0.423817,0.985975,0.423817,5,2,10.08,7.277777777777778,2,0,H
4334,EPL,2015-02-10,Sunderland,QPR,1.80831,1.26883,1.80831,1.26883,4,4,8.074074074074074,8.4,0,2,A
4524,EPL,2015-02-10,Arsenal,Leicester,1.77095,0.799802,1.77095,0.799802,5,1,8.62962962962963,7.71875,2,1,H
4676,EPL,2015-02-10,Liverpool,Tottenham,2.76444,1.71247,2.00327,1.71247,8,7,8.458333333333334,6.5588235294117645,3,2,H
12311,Serie_A,2015-02-11,Parma,Chievo,0.742016,1.72203,0.742016,1.72203,2,5,4.428571428571429,3.6222222222222222,0,1,A
4410,EPL,2015-02-11,Chelsea,Everton,0.89846,0.706994,0.89846,0.706994,13,2,16.714285714285715,10.904761904761903,1,0,H
4752,EPL,2015-02-11,Man United,Burnley,1.62116,1.85067,0.859992,1.85067,6,10,8.541666666666666,10.064516129032258,3,1,H
4600,EPL,2015-02-11,Stoke,Man City,0.745602,2.13611,0.745602,1.37497,3,12,14.588235294117649,6.828571428571428,1,4,A
4220,EPL,2015-02-11,Southampton,West Ham,1.68446,0.125464,1.68446,0.125464,14,0,7.0,16.125,0,0,D
4372,EPL,2015-02-11,Crystal Palace,Newcastle,0.932684,0.444535,0.932684,0.444535,4,0,5.935483870967742,11.61111111111111,1,1,D
4296,EPL,2015-02-11,West Brom,Swansea,0.685986,0.438959,0.685986,0.438959,4,6,13.846153846153848,6.476190476190476,2,0,H
15840,Ligue_1,2015-02-13,Marseille,Reims,2.10567,1.42842,2.10567,1.42842,8,5,7.65,14.578947368421051,2,2,D
8588,Bundesliga,2015-02-13,Dortmund,Mainz,2.74589,0.691415,2.74589,0.691415,8,2,7.303030303030303,22.071428571428573,4,2,H
744,La_liga,2015-02-13,Almeria,Sociedad,1.1247,0.912368,0.38142,0.912368,2,1,6.289473684210527,5.653846153846154,2,2,D
8350,Bundesliga,2015-02-14,Hoffenheim,Stuttgart,1.20262,0.1911,1.20262,0.1911,6,0,5.416666666666667,4.909090909090909,2,1,H
8316,Bundesliga,2015-02-14,Leverkusen,Wolfsburg,1.98748,2.08631,1.98748,2.08631,7,4,4.893617021276596,5.92,4,5,A
8248,Bundesliga,2015-02-14,Bayern Munich,Hamburg,4.17851,0.230619,3.42073,0.230619,11,0,7.458333333333333,25.545454545454547,8,0,H
8622,Bundesliga,2015-02-14,Mgladbach,FC Koln,0.795179,0.390044,0.795179,0.390044,8,2,7.529411764705882,32.642857142857146,1,0,H
8452,Bundesliga,2015-02-14,Werder Bremen,Augsburg,2.62945,0.585109,1.87167,0.585109,8,1,5.7317073170731705,5.8,3,2,H
15726,Ligue_1,2015-02-14,Paris SG,Caen,1.58468,0.674238,1.58468,0.674238,9,8,5.903225806451613,10.113636363636363,2,2,D
60,La_liga,2015-02-14,Sevilla,Cordoba,2.40554,0.320386,2.40554,0.320386,17,0,5.375,14.047619047619047,3,0,H
11894,Serie_A,2015-02-14,Sassuolo,Fiorentina,0.74769,1.77883,0.74769,1.77883,6,3,9.448275862068966,5.225,1,3,A
440,La_liga,2015-02-14,Real Madrid,La Coruna,1.47812,0.618923,1.47812,0.618923,11,4,10.5,12.51851851851852,2,0,H
8690,Bundesliga,2015-02-14,Ein Frankfurt,Schalke 04,1.11898,1.09914,1.11898,1.09914,7,3,8.592592592592593,8.724137931034482,1,0,H
592,La_liga,2015-02-14,Granada,Ath Bilbao,0.476819,0.732856,0.476819,0.732856,1,4,6.535714285714286,8.26086956521739,0,0,D
16410,Ligue_1,2015-02-14,Lens,Evian Thonon Gaillard,1.38094,0.81777,1.38094,0.81777,8,2,5.4,10.04,0,2,A
15688,Ligue_1,2015-02-14,Lille,Nice,0.366899,0.144349,0.366899,0.144349,0,2,5.083333333333333,4.1891891891891895,0,0,D
16106,Ligue_1,2015-02-14,Toulouse,Rennes,1.0594,0.801069,1.0594,0.801069,6,6,5.0,4.862068965517241,2,1,H
15954,Ligue_1,2015-02-14,Nantes,Bastia,0.250159,0.639578,0.250159,0.639578,5,3,12.92,9.555555555555555,0,2,A
11780,Serie_A,2015-02-14,Palermo,Napoli,0.911378,0.362823,0.911378,0.362823,4,0,10.966666666666669,5.457142857142857,3,1,H
22,La_liga,2015-02-14,Malaga,Espanol,1.56057,0.6984,0.817296,0.6984,8,3,3.4814814814814814,13.176470588235292,0,2,A
326,La_liga,2015-02-15,Valencia,Getafe,2.14598,0.649505,1.4027,0.649505,8,1,5.96969696969697,9.37037037037037,1,0,H
12160,Serie_A,2015-02-15,Milan,Empoli,0.905576,1.07186,0.905576,1.07186,3,4,13.458333333333334,7.1875,1,1,D
16182,Ligue_1,2015-02-15,Bordeaux,St Etienne,1.07309,0.943341,1.07309,0.943341,5,3,8.0,14.153846153846152,1,0,H
12198,Serie_A,2015-02-15,Torino,Cagliari,1.42384,0.348185,1.42384,0.348185,7,2,12.5,11.833333333333334,1,1,D
12008,Serie_A,2015-02-15,Atalanta,Inter,0.73064,1.96151,0.73064,1.20021,4,7,21.8125,5.833333333333333,1,4,A
11742,Serie_A,2015-02-15,Udinese,Lazio,0.669025,1.95381,0.669025,1.19251,5,2,8.964285714285714,5.083333333333333,0,1,A
11818,Serie_A,2015-02-15,Genoa,Verona,1.44395,1.07214,1.44395,1.07214,2,6,3.638888888888889,4.575,5,2,H
11628,Serie_A,2015-02-15,Roma,Parma,1.41197,0.105265,1.41197,0.105265,16,1,5.64,26.307692307692307,0,0,D
8418,Bundesliga,2015-02-15,Hertha,Freiburg,0.491416,0.927697,0.491416,0.927697,3,2,4.948717948717949,10.807692307692308,0,2,A
16334,Ligue_1,2015-02-15,Metz,Guingamp,0.487235,1.73901,0.487235,1.73901,2,3,4.28125,15.461538461538462,0,2,A
402,La_liga,2015-02-15,Barcelona,Levante,3.66014,0.247088,2.91686,0.247088,14,1,4.954545454545454,30.923076923076923,5,0,H
8554,Bundesliga,2015-02-15,Hannover,Paderborn,0.858803,0.98493,0.858803,0.98493,6,1,5.925925925925926,16.958333333333332,1,2,A
12084,Serie_A,2015-02-15,Chievo,Sampdoria,0.745644,0.839752,0.745644,0.839752,3,5,16.545454545454547,5.346153846153846,2,1,H
288,La_liga,2015-02-15,Vallecano,Villarreal,1.25027,2.06078,1.25027,2.06078,1,8,5.961538461538462,6.0625,2,0,H
12274,Serie_A,2015-02-15,Cesena,Juventus,1.06157,2.24449,1.06157,1.48319,6,7,17.27777777777778,5.777777777777778,2,2,D
16296,Ligue_1,2015-02-15,Lorient,Lyon,1.23844,0.709499,1.23844,0.709499,7,1,11.0,6.8125,1,1,D
516,La_liga,2015-02-15,Celta,Ath Madrid,2.0703,0.549303,1.32702,0.549303,6,6,6.88,15.25925925925926,2,0,H
630,La_liga,2015-02-16,Eibar,Elche,0.932447,0.434956,0.932447,0.434956,5,2,6.0,8.454545454545455,0,1,A
16031,Ligue_1,2015-02-20,Nice,Monaco,0.541836,0.852581,0.541836,0.852581,4,3,7.387096774193548,8.620689655172415,0,1,A
8725,Bundesliga,2015-02-20,Stuttgart,Dortmund,1.55893,1.56399,0.801157,1.56399,1,6,14.695652173913045,6.975,2,3,A
213,La_liga,2015-02-20,Getafe,Espanol,1.43242,0.705886,1.43242,0.705886,7,5,11.136363636363637,10.73913043478261,2,1,H
11705,Serie_A,2015-02-20,Juventus,Atalanta,2.43733,0.856483,2.43733,0.856483,17,3,7.809523809523809,11.178571428571429,2,1,H
8385,Bundesliga,2015-02-21,Augsburg,Leverkusen,1.92692,1.93428,1.92692,1.93428,10,8,3.4871794871794872,6.869565217391305,2,2,D
8487,Bundesliga,2015-02-21,Schalke 04,Werder Bremen,1.19124,1.38186,1.19124,1.38186,6,4,5.5,6.107142857142857,1,1,D
8793,Bundesliga,2015-02-21,Freiburg,Hoffenheim,0.600548,0.565627,0.600548,0.565627,2,6,11.166666666666666,12.916666666666666,1,1,D
8521,Bundesliga,2015-02-21,Mainz,Ein Frankfurt,1.29637,0.851176,1.29637,0.851176,5,8,13.764705882352942,5.114285714285714,3,1,H
8827,Bundesliga,2015-02-21,Paderborn,Bayern Munich,0.380499,3.12815,0.380499,2.37038,1,15,33.53333333333333,4.181818181818182,0,6,A
4145,EPL,2015-02-21,Aston Villa,Stoke,0.234004,1.11955,0.234004,0.358377,4,3,11.75,9.944444444444445,1,2,A
4411,EPL,2015-02-21,Chelsea,Burnley,1.53973,0.513251,1.53973,0.513251,11,2,8.826086956521738,10.333333333333334,1,1,D
4373,EPL,2015-02-21,Crystal Palace,Arsenal,2.26395,2.08054,2.26395,1.31937,8,5,4.333333333333333,9.235294117647058,1,2,A
4563,EPL,2015-02-21,Swansea,Man United,1.04218,1.47171,1.04218,1.47171,6,10,20.785714285714285,5.029411764705882,2,1,H
4335,EPL,2015-02-21,Sunderland,West Brom,0.699828,0.107318,0.699828,0.107318,6,0,4.086956521739131,13.625,0,0,D
403,La_liga,2015-02-21,Barcelona,Malaga,1.22195,1.63942,1.22195,1.63942,14,5,2.4571428571428573,24.166666666666668,0,1,A
4791,EPL,2015-02-21,Hull,QPR,1.09259,0.190631,1.09259,0.190631,6,0,6.423076923076923,9.636363636363637,2,1,H
15727,Ligue_1,2015-02-21,Paris SG,Toulouse,1.89117,1.00428,1.89117,1.00428,2,2,7.142857142857143,15.24,3,1,H
669,La_liga,2015-02-21,Cordoba,Valencia,1.08496,1.89163,0.341687,1.89163,4,12,5.333333333333333,6.366666666666666,1,2,A
8759,Bundesliga,2015-02-21,FC Koln,Hannover,1.54226,0.979608,1.54226,0.979608,5,2,12.296296296296296,7.346153846153846,1,1,D
4715,EPL,2015-02-21,Man City,Newcastle,3.12533,0.166685,2.36416,0.166685,11,1,10.79310344827586,24.066666666666663,5,0,H
15765,Ligue_1,2015-02-21,Bastia,Lille,0.442604,0.368923,0.442604,0.368923,2,6,5.914285714285715,7.428571428571429,2,1,H
251,La_liga,2015-02-21,Ath Madrid,Almeria,1.7792,0.331948,1.03592,0.331948,5,3,4.965517241379311,6.354838709677419,3,0,H
15879,Ligue_1,2015-02-21,Caen,Lens,1.84709,1.37945,1.08699,0.44107,3,3,7.0588235294117645,7.916666666666667,4,1,H
15803,Ligue_1,2015-02-21,Rennes,Bordeaux,0.872582,1.56069,0.872582,0.800593,4,2,32.4,6.909090909090909,1,1,D
99,La_liga,2015-02-21,La Coruna,Celta,1.08256,1.92739,1.08256,1.92739,8,6,5.127659574468085,4.2,0,2,A
137,La_liga,2015-02-22,Sociedad,Sevilla,2.13723,2.49215,1.39395,1.74887,2,6,7.16,9.2,4,3,H
4487,EPL,2015-02-22,Tottenham,West Ham,2.17554,2.20831,1.26191,2.20831,11,4,5.260869565217392,14.263157894736842,2,2,D
15993,Ligue_1,2015-02-22,Guingamp,Montpellier,0.311905,2.26494,0.311905,1.50485,3,4,5.1923076923076925,8.969696969696969,0,2,A
11667,Serie_A,2015-02-22,Lazio,Palermo,1.17258,0.991252,1.17258,0.991252,7,4,4.212765957446808,7.736842105263157,2,1,H
12161,Serie_A,2015-02-22,Milan,Cesena,1.25473,0.494932,0.493431,0.494932,7,9,6.241379310344827,7.9411764705882355,2,0,H
12047,Serie_A,2015-02-22,Empoli,Chievo,2.17179,0.286685,2.17179,0.286685,9,3,8.411764705882353,12.91304347826087,3,0,H
11591,Serie_A,2015-02-22,Verona,Roma,0.676633,0.714031,0.676633,0.714031,4,6,16.8125,3.68,1,1,D
4183,EPL,2015-02-22,Everton,Leicester,2.05032,1.99519,2.05032,1.99519,13,5,11.055555555555555,13.208333333333334,2,2,D
8283,Bundesliga,2015-02-22,Hamburg,Mgladbach,1.04376,0.657812,1.04376,0.657812,8,8,16.047619047619047,10.434782608695652,1,1,D
16221,Ligue_1,2015-02-22,Reims,Metz,0.730481,0.772318,0.730481,0.772318,10,2,8.45,12.91304347826087,0,0,D
16259,Ligue_1,2015-02-22,Lyon,Nantes,2.35303,0.2487,1.59293,0.2487,1,4,5.25,13.607142857142858,1,0,H
365,La_liga,2015-02-22,Ath Bilbao,Vallecano,1.93713,0.144942,1.93713,0.144942,7,2,5.567567567567568,8.88888888888889,1,0,H
4221,EPL,2015-02-22,Southampton,Liverpool,0.869183,0.695778,0.869183,0.695778,7,5,7.961538461538462,14.904761904761903,0,2,A
8657,Bundesliga,2015-02-22,Wolfsburg,Hertha,1.77626,0.563215,1.77626,0.563215,6,1,9.476190476190476,19.2,2,1,H
555,La_liga,2015-02-22,Villarreal,Eibar,1.86055,0.231931,1.86055,0.231931,9,2,20.363636363636363,17.75,1,0,H
12123,Serie_A,2015-02-22,Fiorentina,Torino,1.93718,1.41838,1.14536,1.41838,13,1,5.638888888888889,18.142857142857142,1,1,D
16145,Ligue_1,2015-02-22,St Etienne,Marseille,1.7567,1.5275,0.996605,1.5275,4,6,8.62962962962963,6.615384615384615,2,2,D
707,La_liga,2015-02-22,Elche,Real Madrid,0.113848,1.93223,0.113848,1.93223,1,7,11.066666666666666,9.291666666666666,0,2,A
11933,Serie_A,2015-02-23,Napoli,Sassuolo,1.09645,0.298579,1.09645,0.298579,6,3,10.333333333333334,12.047619047619047,2,0,H
479,La_liga,2015-02-23,Levante,Granada,0.925939,1.58381,0.925939,0.840528,3,4,3.333333333333333,9.666666666666666,2,1,H
12237,Serie_A,2015-02-23,Cagliari,Inter,1.35194,2.42218,1.35194,2.42218,5,9,9.088235294117649,3.6739130434782608,1,2,A
11857,Serie_A,2015-02-24,Sampdoria,Genoa,1.52247,2.43586,1.52247,2.43586,1,4,6.846153846153846,3.838709677419355,1,1,D
8250,Bundesliga,2015-02-27,Bayern Munich,FC Koln,3.92268,0.494166,3.92268,0.494166,19,1,6.111111111111111,44.3,4,1,H
15842,Ligue_1,2015-02-27,Marseille,Caen,3.28904,1.91638,2.52894,1.91638,10,5,4.3125,10.212121212121213,2,3,A
176,La_liga,2015-02-27,Espanol,Cordoba,0.579128,1.14225,0.579128,1.14225,2,2,8.366666666666667,5.46875,1,0,H
4450,EPL,2015-02-28,West Ham,Crystal Palace,1.28506,0.851359,1.28506,0.851359,16,3,5.294117647058823,7.739130434782608,1,3,A
8556,Bundesliga,2015-02-28,Hannover,Stuttgart,1.5399,0.742277,1.5399,0.742277,3,2,4.764705882352941,8.26923076923077,1,1,D
8352,Bundesliga,2015-02-28,Hoffenheim,Mainz,2.25024,2.16818,2.25024,2.16818,7,7,9.173913043478262,8.96551724137931,2,0,H
8318,Bundesliga,2015-02-28,Leverkusen,Freiburg,0.57152,0.271169,0.57152,0.271169,8,3,6.2926829268292686,12.454545454545457,1,0,H
8420,Bundesliga,2015-02-28,Hertha,Augsburg,1.26944,0.663246,1.26944,0.663246,4,2,11.875,8.647058823529411,1,0,H
8590,Bundesliga,2015-02-28,Dortmund,Schalke 04,4.81308,0.0386148,4.81308,0.0386148,14,1,5.15625,20.875,3,0,H
4602,EPL,2015-02-28,Stoke,Hull,0.895577,0.344489,0.895577,0.344489,7,3,11.11111111111111,33.22222222222222,1,0,H
4754,EPL,2015-02-28,Man United,Sunderland,3.03534,0.272806,2.27417,0.272806,10,0,5.809523809523809,13.947368421052632,2,0,H
4640,EPL,2015-02-28,Newcastle,Aston Villa,0.93198,0.773437,0.93198,0.773437,0,6,13.538461538461538,7.363636363636363,1,0,H
15690,Ligue_1,2015-02-28,Lille,Lyon,1.04431,0.387306,1.04431,0.387306,6,3,10.193548387096774,4.857142857142857,2,1,H
4830,EPL,2015-02-28,Burnley,Swansea,0.898885,1.41451,0.898885,1.41451,5,4,9.32,11.058823529411764,0,1,A
4298,EPL,2015-02-28,West Brom,Southampton,1.08916,0.579867,1.08916,0.579867,4,6,16.235294117647058,4.851851851851852,1,0,H
594,La_liga,2015-02-28,Granada,Barcelona,1.05422,3.76412,0.310942,3.76412,2,10,8.242424242424242,3.4545454545454546,1,3,A
290,La_liga,2015-02-28,Vallecano,Levante,2.10446,1.5619,2.10446,1.5619,4,1,4.27027027027027,11.96875,4,2,H
8692,Bundesliga,2015-02-28,Ein Frankfurt,Hamburg,2.21323,1.43145,0.697676,1.43145,7,1,4.885714285714286,9.19047619047619,2,1,H
16336,Ligue_1,2015-02-28,Metz,Evian Thonon Gaillard,0.769832,0.917162,0.769832,0.917162,2,5,9.24,5.351351351351352,1,2,A
16297,Ligue_1,2015-02-28,Lorient,Bastia,1.19939,0.408568,1.19939,0.408568,5,3,13.736842105263158,12.476190476190476,2,0,H
16108,Ligue_1,2015-02-28,Toulouse,St Etienne,0.400404,1.01274,0.400404,0.252641,7,0,5.233333333333333,6.607142857142857,1,1,D
746,La_liga,2015-02-28,Almeria,La Coruna,0.385643,1.93328,0.385643,1.93328,1,11,7.958333333333333,2.6451612903225805,0,0,D
16412,Ligue_1,2015-02-28,Lens,Rennes,0.982123,1.3562,0.982123,1.3562,6,3,4.636363636363637,9.157894736842104,0,1,A
16184,Ligue_1,2015-02-28,Bordeaux,Reims,0.951469,0.791814,0.951469,0.791814,7,4,6.75,14.566666666666666,1,1,D
12086,Serie_A,2015-02-28,Chievo,Milan,0.512856,0.961368,0.512856,0.961368,4,2,9.264705882352942,7.038461538461538,0,0,D
24,La_liga,2015-02-28,Malaga,Getafe,1.61726,2.02132,1.61726,2.02132,8,4,7.64,6.0,3,2,H
328,La_liga,2015-03-01,Valencia,Sociedad,1.34535,0.377908,1.34535,0.377908,4,3,10.869565217391305,6.733333333333333,2,0,H
12238,Serie_A,2015-03-01,Cagliari,Verona,1.30221,1.52492,1.30221,1.52492,15,2,3.92,9.555555555555555,1,2,A
4678,EPL,2015-03-01,Liverpool,Man City,0.769022,1.12846,0.769022,1.12846,7,8,14.31578947368421,12.68421052631579,2,1,H
15956,Ligue_1,2015-03-01,Nantes,Guingamp,0.313418,0.194371,0.313418,0.194371,4,2,5.909090909090909,10.68,1,0,H
12010,Serie_A,2015-03-01,Atalanta,Sampdoria,1.83577,2.12923,1.83577,2.12923,5,2,9.090909090909092,3.864864864864865,1,2,A
11782,Serie_A,2015-03-01,Palermo,Empoli,1.15896,1.18531,1.15896,1.18531,7,6,8.25925925925926,5.0,0,0,D
11896,Serie_A,2015-03-01,Sassuolo,Lazio,0.811845,3.94782,0.811845,3.94782,3,10,15.047619047619047,6.689655172413793,0,3,A
12276,Serie_A,2015-03-01,Cesena,Udinese,1.26469,0.378987,1.26469,0.378987,10,5,4.782608695652174,13.4,1,0,H
4526,EPL,2015-03-01,Arsenal,Everton,1.39298,0.367813,1.39298,0.367813,7,2,10.4,5.896551724137931,2,0,H
8624,Bundesliga,2015-03-01,Mgladbach,Paderborn,1.43897,0.746314,1.43897,0.746314,9,2,12.142857142857142,13.347826086956522,2,0,H
15917,Ligue_1,2015-03-01,Montpellier,Nice,1.80655,1.22264,1.80655,0.462546,8,6,6.714285714285714,3.5,2,1,H
632,La_liga,2015-03-01,Eibar,Ath Bilbao,0.282177,1.81458,0.282177,1.81458,3,5,4.615384615384615,4.902439024390244,0,1,A
8454,Bundesliga,2015-03-01,Werder Bremen,Wolfsburg,1.44281,2.5513,1.44281,2.5513,5,8,7.756756756756757,7.761904761904762,3,5,A
11972,Serie_A,2015-03-01,Inter,Fiorentina,0.61408,0.687722,0.61408,0.687722,11,2,7.310344827586207,20.61111111111111,0,1,A
62,La_liga,2015-03-01,Sevilla,Ath Madrid,0.864001,0.387528,0.864001,0.387528,11,1,3.925925925925926,11.363636363636363,0,0,D
12200,Serie_A,2015-03-01,Torino,Napoli,0.963003,0.727542,0.963003,0.727542,2,2,12.9,10.24,1,0,H
16069,Ligue_1,2015-03-01,Monaco,Paris SG,0.269429,1.25139,0.269429,1.25139,5,13,9.921052631578949,4.871794871794871,0,0,D
442,La_liga,2015-03-01,Real Madrid,Villarreal,2.94269,0.830645,2.19941,0.830645,7,5,7.3478260869565215,9.074074074074074,1,1,D
518,La_liga,2015-03-02,Celta,Elche,1.3045,0.913534,1.3045,0.170256,3,1,6.766666666666667,8.67741935483871,1,1,D
11630,Serie_A,2015-03-02,Roma,Juventus,0.355629,0.63406,0.355629,0.63406,2,4,8.192307692307692,12.181818181818182,1,1,D
4147,EPL,2015-03-03,Aston Villa,West Brom,1.9201,0.905628,1.15893,0.905628,6,5,8.285714285714286,19.214285714285715,2,1,H
4793,EPL,2015-03-03,Hull,Sunderland,1.3938,1.23136,1.3938,1.23136,5,2,11.421052631578949,7.555555555555555,1,1,D
4223,EPL,2015-03-03,Southampton,Crystal Palace,2.22869,0.392674,2.22869,0.392674,7,4,4.538461538461538,9.541666666666666,1,0,H
16374,Ligue_1,2015-03-04,Evian Thonon Gaillard,Lorient,0.550926,0.561594,0.550926,0.561594,0,3,8.5,6.9,1,0,H
4603,EPL,2015-03-04,Stoke,Everton,1.03921,0.418315,1.03921,0.418315,3,5,13.210526315789474,8.95,2,0,H
4451,EPL,2015-03-04,West Ham,Chelsea,1.46324,2.38358,1.46324,2.38358,7,11,12.529411764705882,8.411764705882353,0,1,A
4641,EPL,2015-03-04,Newcastle,Man United,1.19246,1.68865,1.19246,1.68865,3,7,12.043478260869565,3.96,0,1,A
4868,EPL,2015-03-04,QPR,Arsenal,0.318849,2.1651,0.318849,2.1651,2,15,7.083333333333333,8.85,1,2,A
4717,EPL,2015-03-04,Man City,Leicester,2.91599,0.217043,2.91599,0.217043,22,5,5.653846153846154,17.333333333333332,2,0,H
4488,EPL,2015-03-04,Tottenham,Swansea,2.13485,0.708217,2.13485,0.708217,8,2,7.424242424242424,17.61904761904762,3,2,H
4679,EPL,2015-03-04,Liverpool,Burnley,1.30453,0.319239,1.30453,0.319239,7,3,12.882352941176473,11.055555555555555,2,0,H
16109,Ligue_1,2015-03-06,Toulouse,Marseille,1.46982,1.8118,1.46982,1.8118,4,8,5.565217391304348,5.193548387096774,1,6,A
8727,Bundesliga,2015-03-06,Stuttgart,Hertha,1.07906,0.682492,1.07906,0.682492,3,3,2.473684210526316,14.846153846153848,0,0,D
481,La_liga,2015-03-06,Levante,Eibar,0.968252,1.1246,0.968252,1.1246,4,2,7.684210526315789,5.0,2,1,H
19999,RFPL,2015-03-07,Akhmat Grozny,CSKA Moscow,0.586805,0.806751,0.586805,0.806751,4,7,9.652173913043478,11.928571428571429,1,2,A
8285,Bundesliga,2015-03-07,Hamburg,Dortmund,0.735406,0.505015,0.735406,0.505015,2,7,10.73076923076923,2.7096774193548385,0,0,D
8387,Bundesliga,2015-03-07,Augsburg,Wolfsburg,1.44291,0.390951,0.555701,0.390951,0,1,8.363636363636363,8.173913043478262,1,0,H
8489,Bundesliga,2015-03-07,Schalke 04,Hoffenheim,2.12473,1.9462,2.12473,1.9462,8,7,4.868421052631579,7.128205128205129,3,1,H
8795,Bundesliga,2015-03-07,Freiburg,Werder Bremen,0.430875,0.649704,0.430875,0.649704,11,6,5.136363636363637,4.617647058823529,0,1,A
8557,Bundesliga,2015-03-07,Hannover,Bayern Munich,0.205925,1.33559,0.205925,0.577811,0,3,40.45454545454545,4.095238095238095,1,3,A
4869,EPL,2015-03-07,QPR,Tottenham,1.49775,2.62405,1.49775,2.62405,8,4,7.72,3.571428571428572,1,2,A
101,La_liga,2015-03-07,La Coruna,Sevilla,2.49167,3.0458,1.7484,2.30265,4,13,8.0,8.791666666666666,3,4,A
20029,RFPL,2015-03-07,Zenit,Ural,2.07603,0.136137,2.07603,0.136137,8,0,7.741935483870968,11.76923076923077,3,0,H
15729,Ligue_1,2015-03-07,Paris SG,Lens,4.74794,0.623449,3.98784,0.623449,13,2,6.172413793103448,33.5,4,1,H
367,La_liga,2015-03-07,Ath Bilbao,Real Madrid,0.351052,0.880869,0.351052,0.880869,3,11,12.25925925925926,5.965517241379311,1,0,H
11859,Serie_A,2015-03-07,Sampdoria,Cagliari,1.30566,0.539042,1.30566,0.539042,7,4,8.620689655172415,5.542857142857143,2,0,H
8523,Bundesliga,2015-03-07,Mainz,Mgladbach,1.21471,1.44907,1.21471,1.44907,5,3,10.285714285714286,7.92,2,2,D
15767,Ligue_1,2015-03-07,Bastia,Nice,1.12393,0.711578,1.12393,0.711578,1,1,3.9615384615384617,8.3,2,1,H
15881,Ligue_1,2015-03-07,Caen,Bordeaux,0.491188,1.56487,0.491188,0.80478,2,10,15.91304347826087,5.1,1,2,A
16223,Ligue_1,2015-03-07,Reims,Nantes,2.72502,0.912317,2.72502,0.912317,5,3,7.344827586206897,9.653846153846152,3,1,H
709,La_liga,2015-03-07,Elche,Almeria,1.87874,0.509389,1.87874,0.509389,8,4,6.727272727272728,9.608695652173912,1,0,H
15805,Ligue_1,2015-03-07,Rennes,Metz,0.370071,0.603088,0.370071,0.603088,6,1,16.545454545454547,15.5,1,0,H
16375,Ligue_1,2015-03-07,Evian Thonon Gaillard,Monaco,1.24794,1.68478,1.24794,1.68478,3,7,10.166666666666666,12.266666666666667,1,3,A
12163,Serie_A,2015-03-07,Milan,Verona,2.17254,1.55229,1.41128,0.790989,9,7,12.166666666666666,11.5,2,2,D
595,La_liga,2015-03-07,Granada,Malaga,1.48614,0.108569,1.48614,0.108569,5,1,4.083333333333333,6.037037037037037,1,0,H
19849,RFPL,2015-03-08,Spartak Moscow,Krasnodar,1.29783,1.82727,1.29783,1.82727,6,5,9.275862068965518,6.645161290322581,1,3,A
405,La_liga,2015-03-08,Barcelona,Vallecano,5.199,0.955753,4.45572,0.212476,11,2,10.181818181818182,9.071428571428571,6,1,H
12277,Serie_A,2015-03-08,Cesena,Palermo,0.0514277,0.275999,0.0514277,0.275999,6,3,7.486486486486487,5.576923076923077,0,0,D
20058,RFPL,2015-03-08,Dynamo Moscow,Ufa,2.01051,1.2082,2.01051,1.2082,9,4,8.941176470588236,11.77777777777778,3,1,H
16147,Ligue_1,2015-03-08,St Etienne,Lorient,1.79838,0.42515,1.79838,0.42515,6,4,5.2105263157894735,10.461538461538462,2,0,H
12313,Serie_A,2015-03-08,Parma,Atalanta,0.556685,0.222416,0.556685,0.222416,2,0,7.105263157894737,8.423076923076923,0,0,D
12087,Serie_A,2015-03-08,Chievo,Roma,0.697014,0.723373,0.697014,0.723373,6,8,8.851851851851851,3.857142857142857,0,0,D
11744,Serie_A,2015-03-08,Udinese,Torino,1.2006,1.11601,1.2006,1.11601,1,7,11.666666666666666,8.954545454545455,3,2,H
12049,Serie_A,2015-03-08,Empoli,Genoa,1.17737,0.915374,1.17737,0.915374,8,10,6.791666666666667,8.413793103448276,1,1,D
8761,Bundesliga,2015-03-08,FC Koln,Ein Frankfurt,1.74567,1.89213,1.74567,1.13435,3,9,9.666666666666666,4.576923076923077,4,2,H
19969,RFPL,2015-03-08,FK Rostov,Lokomotiv Moscow,0.35234,0.169735,0.35234,0.169735,4,4,10.172413793103448,6.068965517241379,0,1,A
15995,Ligue_1,2015-03-08,Guingamp,Lille,0.209842,0.546828,0.209842,0.546828,0,8,9.413793103448276,7.16,0,1,A
139,La_liga,2015-03-08,Sociedad,Espanol,0.740356,0.445724,0.740356,0.445724,4,2,9.894736842105264,18.55555555555556,1,0,H
8829,Bundesliga,2015-03-08,Paderborn,Leverkusen,0.755297,1.17926,0.755297,1.17926,6,10,9.48,2.851063829787234,0,3,A
557,La_liga,2015-03-08,Villarreal,Celta,1.56688,0.979286,1.56688,0.979286,11,4,10.275862068965518,5.264705882352941,4,1,H
11935,Serie_A,2015-03-08,Napoli,Inter,1.46206,1.48015,1.46206,0.718854,5,6,10.088235294117649,5.730769230769231,2,2,D
253,La_liga,2015-03-08,Ath Madrid,Valencia,0.985146,0.555779,0.985146,0.555779,7,2,7.033333333333333,4.6923076923076925,1,1,D
