,league,date,home_team,away_team,xG,xGA,npxG,npxGA,deep,deep_allowed,ppda_coef,oppda_coef,fthg,ftag,ftr
11280,Bundesliga,2019-03-30,Nurnberg,Augsburg,1.76901,0.867874,1.76901,0.867874,2,5,14.8,8.958333333333334,3,0,H
11008,Bundesliga,2019-03-30,Dortmund,Wolfsburg,1.45093,0.171788,1.45093,0.171788,3,2,13.4,10.869565217391305,2,0,H
7646,EPL,2019-03-30,Man United,Watford,1.98052,1.35208,1.98052,1.35208,12,19,10.705882352941176,11.705882352941176,2,1,H
7342,EPL,2019-03-30,Crystal Palace,Huddersfield,2.84701,0.926991,2.08584,0.926991,9,5,13.470588235294118,10.818181818181818,2,0,H
7797,EPL,2019-03-30,Brighton,Southampton,0.560521,0.857436,0.560521,0.857436,8,12,5.625,10.64,0,1,A
7723,EPL,2019-03-30,Burnley,Wolves,0.572695,0.397928,0.572695,0.397928,2,4,12.869565217391305,10.642857142857142,2,0,H
7305,EPL,2019-03-30,Leicester,Bournemouth,1.8935,0.790333,1.8935,0.790333,8,5,14.0,11.857142857142858,2,0,H
3372,La_liga,2019-03-30,Barcelona,Espanol,1.36012,0.278344,1.36012,0.278344,15,4,5.137931034482759,12.444444444444445,2,0,H
18847,Ligue_1,2019-03-30,Marseille,Angers,0.969941,2.18504,0.969941,0.664846,1,7,13.647058823529411,13.423076923076923,2,2,D
21892,RFPL,2019-03-30,FK Rostov,Ural,0.977885,0.376372,0.977885,0.376372,13,2,14.375,8.65,2,1,H
14750,Serie_A,2019-03-30,Juventus,Empoli,1.34489,0.36771,1.34489,0.36771,5,2,10.633333333333333,10.833333333333334,1,0,H
7419,EPL,2019-03-30,West Ham,Everton,0.0891639,2.65983,0.0891639,2.65983,2,12,11.947368421052632,7.558823529411764,0,2,A
11212,Bundesliga,2019-03-30,RB Leipzig,Hertha,5.04475,0.895578,5.04475,0.895578,16,4,17.36842105263158,17.8,5,0,H
3486,La_liga,2019-03-30,Celta,Villarreal,1.89174,2.58092,1.14847,2.58092,9,10,6.5,19.214285714285715,3,2,H
14864,Serie_A,2019-03-30,Sampdoria,Milan,2.09999,1.03959,2.09999,1.03959,9,6,9.153846153846152,14.1,1,0,H
3638,La_liga,2019-03-30,Alaves,Ath Madrid,0.859209,1.91501,0.859209,1.91501,4,4,14.476190476190476,11.5625,0,4,A
3448,La_liga,2019-03-31,Levante,Eibar,1.15414,3.00118,1.15414,3.00118,5,8,10.555555555555555,4.53125,2,2,D
15358,Serie_A,2019-03-31,Parma,Atalanta,0.989022,3.88951,0.989022,3.88951,2,14,18.764705882352946,6.083333333333333,1,3,A
21952,RFPL,2019-03-31,Zenit,Orenburg,1.93845,0.937559,1.93845,0.937559,9,1,5.652173913043479,13.933333333333334,3,1,H
19379,Ligue_1,2019-03-31,Amiens,Bordeaux,0.663195,0.543639,0.663195,0.543639,6,2,8.090909090909092,6.892857142857143,0,0,D
19113,Ligue_1,2019-03-31,Monaco,Caen,1.58473,0.614797,1.58473,0.614797,7,2,6.588235294117647,15.125,0,1,A
19341,Ligue_1,2019-03-31,Dijon,Nice,0.616458,0.762646,0.616458,0.762646,5,2,11.56,18.75,0,1,A
3258,La_liga,2019-03-31,Vallecano,Betis,2.30907,0.494786,2.30907,0.494786,4,5,5.608695652173913,7.25,1,1,D
14636,Serie_A,2019-03-31,Roma,Napoli,1.98643,2.64072,1.22513,2.64072,7,8,16.107142857142858,10.45,1,4,A
15206,Serie_A,2019-03-31,Frosinone,Spal,1.01961,0.230282,1.01961,0.230282,2,0,3.82,16.8,0,1,A
15130,Serie_A,2019-03-31,Fiorentina,Torino,2.45876,0.4548,2.45876,0.4548,9,7,7.0,8.058823529411764,1,1,D
7836,EPL,2019-03-31,Cardiff,Chelsea,0.446122,2.07834,0.446122,2.07834,3,10,12.6,3.44,1,2,A
21832,RFPL,2019-03-31,CSKA Moscow,Ufa,1.75456,0.85711,1.75456,0.85711,11,4,12.272727272727272,10.782608695652174,2,2,D
10974,Bundesliga,2019-03-31,Hannover,Schalke 04,0.755656,0.864608,0.755656,0.864608,4,4,5.3125,12.23076923076923,0,1,A
3068,La_liga,2019-03-31,Sevilla,Valencia,0.745225,0.923071,0.745225,0.179921,10,3,9.35,10.846153846153848,0,1,A
18998,Ligue_1,2019-03-31,Nantes,Lille,1.8751,2.62697,0.354907,1.86687,3,7,9.772727272727272,8.166666666666666,2,3,A
7571,EPL,2019-03-31,Liverpool,Tottenham,1.0931,1.04822,1.0931,1.04822,8,4,18.0,19.153846153846157,2,1,H
11110,Bundesliga,2019-03-31,Ein Frankfurt,Stuttgart,2.00509,0.569489,2.00509,0.569489,6,4,7.384615384615385,12.833333333333334,3,0,H
14712,Serie_A,2019-03-31,Bologna,Sassuolo,2.03348,0.712006,1.27218,0.712006,6,4,9.26086956521739,4.4,2,1,H
22102,RFPL,2019-03-31,Krasnodar,FK Anzi Makhackala,5.16488,0.0821372,4.4106,0.0821372,19,3,6.136363636363637,31.428571428571427,5,0,H
3752,La_liga,2019-03-31,Valladolid,Sociedad,1.99145,0.736713,1.99145,0.736713,6,7,9.25,6.913043478260869,1,1,D
14978,Serie_A,2019-03-31,Inter,Lazio,1.53815,1.60065,1.53815,1.60065,4,2,6.892857142857143,21.0,0,1,A
3410,La_liga,2019-03-31,Real Madrid,Huesca,4.62852,1.37203,4.62852,1.37203,17,6,9.375,15.0,3,2,H
19151,Ligue_1,2019-03-31,Toulouse,Paris SG,1.1462,1.21757,1.1462,1.21757,5,8,14.5,4.2105263157894735,0,1,A
19189,Ligue_1,2019-04-01,St Etienne,Nimes,2.20428,1.66277,2.20428,1.66277,2,4,6.681818181818182,10.035714285714286,2,1,H
7494,EPL,2019-04-01,Arsenal,Newcastle,1.04458,0.0441445,1.04458,0.0441445,17,2,6.260869565217392,16.565217391304348,2,0,H
15169,Serie_A,2019-04-02,Milan,Udinese,2.03815,1.37576,2.03815,1.37576,9,3,5.186046511627907,13.38095238095238,1,1,D
3221,La_liga,2019-04-02,Ath Madrid,Girona,2.67949,0.687163,2.67949,0.687163,6,4,10.0625,19.133333333333333,2,0,H
3145,La_liga,2019-04-02,Espanol,Getafe,1.4931,1.61764,1.4931,1.61764,6,6,9.176470588235292,8.73913043478261,1,1,D
7913,EPL,2019-04-02,Wolves,Man United,1.65044,2.03847,1.65044,2.03847,5,7,22.0,11.73076923076923,2,1,H
7685,EPL,2019-04-02,Watford,Fulham,1.59338,1.90917,1.59338,1.90917,4,6,12.357142857142858,12.5,4,1,H
15283,Serie_A,2019-04-02,Cagliari,Juventus,0.451801,3.2423,0.451801,3.2423,3,11,10.296296296296296,19.0,0,2,A
3563,La_liga,2019-04-02,Villarreal,Barcelona,2.19549,3.08215,2.19549,3.08215,2,15,17.8,8.333333333333334,4,4,D
22162,RFPL,2019-04-03,Orenburg,FK Krylya Sovetov Samara,1.33274,2.47748,0.578462,1.72321,5,4,15.411764705882351,4.448275862068965,3,1,H
19417,Ligue_1,2019-04-03,Strasbourg,Reims,2.46941,0.996951,1.70932,0.996951,4,7,15.5625,8.625,4,0,H
18923,Ligue_1,2019-04-03,Montpellier,Guingamp,2.21619,0.48982,2.21619,0.48982,9,1,12.45,18.4375,2,0,H
15055,Serie_A,2019-04-03,Empoli,Napoli,1.47602,0.641571,1.47602,0.641571,6,6,12.916666666666666,8.478260869565217,2,1,H
3335,La_liga,2019-04-03,Ath Bilbao,Levante,1.86572,1.62609,1.1227,0.882814,8,8,7.071428571428571,5.64,3,2,H
3601,La_liga,2019-04-03,Eibar,Vallecano,1.54524,0.960572,1.54524,0.960572,6,6,5.341463414634147,8.133333333333333,2,1,H
3791,La_liga,2019-04-03,Huesca,Celta,3.48876,1.96582,3.48876,1.96582,7,5,7.333333333333333,8.095238095238095,3,3,D
7381,EPL,2019-04-03,Chelsea,Brighton,3.12416,0.440898,3.12416,0.440898,12,2,8.384615384615385,23.866666666666667,3,0,H
7457,EPL,2019-04-03,Tottenham,Crystal Palace,2.57376,0.564317,2.57376,0.564317,12,2,8.592592592592593,25.5625,2,0,H
7609,EPL,2019-04-03,Man City,Cardiff,3.53913,0.135788,3.53913,0.135788,17,2,5.1875,48.71428571428572,2,0,H
15245,Serie_A,2019-04-03,Torino,Sampdoria,0.86608,0.175617,0.86608,0.175617,5,5,6.40625,6.1,2,1,H
14637,Serie_A,2019-04-03,Roma,Fiorentina,1.52022,0.88749,1.52022,0.88749,7,2,10.68,5.135135135135135,2,2,D
15321,Serie_A,2019-04-03,Spal,Lazio,1.14572,0.510459,0.384462,0.510459,2,10,14.227272727272728,6.148148148148148,1,0,H
14827,Serie_A,2019-04-03,Genoa,Inter,0.452482,2.36256,0.452482,1.60127,2,14,21.14814814814815,5.913043478260869,0,4,A
15207,Serie_A,2019-04-03,Frosinone,Parma,1.95659,2.02283,1.19529,1.26153,4,2,7.0,20.307692307692307,3,2,H
3297,La_liga,2019-04-03,Valencia,Real Madrid,1.76708,0.852925,1.76708,0.852925,5,10,25.75,5.34375,2,1,H
14903,Serie_A,2019-04-04,Sassuolo,Chievo,2.1616,1.46618,2.1616,0.704876,4,2,17.692307692307693,10.483870967741936,4,0,H
3069,La_liga,2019-04-04,Sevilla,Alaves,2.02786,0.590085,2.02786,0.590085,11,1,6.541666666666667,11.48,2,0,H
3677,La_liga,2019-04-04,Leganes,Valladolid,1.85079,0.902127,1.85079,0.902127,10,1,9.473684210526317,23.9,1,0,H
15017,Serie_A,2019-04-04,Atalanta,Bologna,1.57662,1.12985,1.57662,1.12985,5,5,7.225,11.333333333333334,4,1,H
3107,La_liga,2019-04-04,Sociedad,Betis,2.57254,1.42634,2.57254,1.42634,7,4,13.37037037037037,6.72,2,1,H
10941,Bundesliga,2019-04-05,Mainz,Freiburg,2.27396,1.80652,2.27396,1.80652,6,6,14.964285714285714,6.107142857142857,5,0,H
19228,Ligue_1,2019-04-05,Bordeaux,Marseille,1.53461,1.52509,0.774517,1.52509,0,6,17.88888888888889,6.142857142857143,2,0,H
7267,EPL,2019-04-05,Southampton,Liverpool,0.718394,2.00654,0.718394,2.00654,5,12,16.88888888888889,9.166666666666666,1,3,A
22043,RFPL,2019-04-06,FK Anzi Makhackala,Dynamo Moscow,0.531895,2.80375,0.531895,2.80375,1,19,9.9,5.964285714285714,1,1,D
3716,La_liga,2019-04-06,Girona,Espanol,1.3644,0.408067,0.621125,0.408067,5,2,5.515151515151516,7.857142857142857,1,2,A
15360,Serie_A,2019-04-06,Parma,Torino,0.760063,0.856189,0.760063,0.856189,2,6,8.033333333333333,3.928571428571429,0,0,D
10907,Bundesliga,2019-04-06,Schalke 04,Ein Frankfurt,1.19525,2.24621,1.19525,1.48843,3,2,9.642857142857142,5.304347826086956,1,2,A
10839,Bundesliga,2019-04-06,Hertha,Fortuna Dusseldorf,1.90031,2.72781,1.90031,2.72781,7,4,6.741935483870968,16.40909090909091,1,2,A
22103,RFPL,2019-04-06,Krasnodar,FK Krylya Sovetov Samara,1.90321,1.01567,1.14894,1.01567,8,11,7.739130434782608,12.391304347826088,1,0,H
11145,Bundesliga,2019-04-06,Stuttgart,Nurnberg,1.62221,2.37695,1.62221,2.37695,6,5,7.310344827586207,11.833333333333334,1,1,D
10737,Bundesliga,2019-04-06,Leverkusen,RB Leipzig,2.1254,1.44447,1.36786,0.686698,9,1,8.05,11.212121212121213,2,4,A
11077,Bundesliga,2019-04-06,Wolfsburg,Hannover,1.43754,1.54016,1.43754,1.54016,9,5,7.304347826086956,14.9,3,1,H
7230,EPL,2019-04-06,Bournemouth,Burnley,1.20888,1.38919,1.20888,1.38919,9,4,9.571428571428571,11.238095238095235,1,3,A
7762,EPL,2019-04-06,Huddersfield,Leicester,1.62301,3.61876,0.861845,2.85759,2,2,9.6,8.238095238095237,1,4,A
7534,EPL,2019-04-06,Newcastle,Crystal Palace,0.943175,0.907988,0.943175,0.146819,9,4,8.4,14.0625,0,1,A
3412,La_liga,2019-04-06,Real Madrid,Eibar,1.70378,0.679412,1.70378,0.679412,8,3,6.481481481481482,10.821428571428571,2,1,H
19304,Ligue_1,2019-04-06,Lyon,Dijon,3.78821,1.1788,3.78821,1.1788,3,6,6.3478260869565215,13.08695652173913,1,3,A
21773,RFPL,2019-04-06,Spartak Moscow,CSKA Moscow,1.08112,2.3397,1.08112,2.3397,8,16,7.25,7.114285714285714,0,2,A
14752,Serie_A,2019-04-06,Juventus,Milan,1.85527,1.47352,1.09397,1.47352,6,8,11.73913043478261,12.470588235294118,2,1,H
10703,Bundesliga,2019-04-06,Bayern Munich,Dortmund,4.30876,0.478204,4.30876,0.478204,10,3,11.75,33.18181818181818,5,0,H
3260,La_liga,2019-04-06,Vallecano,Valencia,1.73543,2.28937,1.73543,1.54609,1,9,5.875,6.633333333333334,2,0,H
19038,Ligue_1,2019-04-06,Guingamp,Monaco,0.507481,2.00597,0.507481,2.00597,2,11,11.833333333333334,4.434782608695652,1,1,D
18962,Ligue_1,2019-04-06,Angers,Rennes,1.97361,2.1258,1.97361,1.36571,10,4,14.44,12.25,3,3,D
19380,Ligue_1,2019-04-06,Amiens,St Etienne,1.16144,2.00231,1.16144,2.00231,3,6,14.526315789473683,8.2,2,2,D
19455,Ligue_1,2019-04-06,Nimes,Caen,1.08376,0.18775,1.08376,0.18775,4,0,6.516129032258065,10.529411764705882,2,0,H
14866,Serie_A,2019-04-06,Sampdoria,Roma,1.31991,1.65846,1.31991,1.65846,9,4,7.315789473684211,14.458333333333334,0,1,A
3374,La_liga,2019-04-06,Barcelona,Ath Madrid,2.57608,1.02054,2.57608,1.02054,18,5,6.393939393939394,16.714285714285715,2,0,H
21803,RFPL,2019-04-07,Ufa,FK Rostov,0.982582,0.555811,0.982582,0.555811,1,6,9.434782608695652,10.733333333333333,1,0,H
3640,La_liga,2019-04-07,Alaves,Leganes,0.908638,0.829461,0.165361,0.829461,2,6,6.333333333333333,6.117647058823529,1,1,D
15132,Serie_A,2019-04-07,Fiorentina,Frosinone,1.33491,0.733348,1.33491,0.733348,4,1,6.7,10.045454545454543,0,1,A
22133,RFPL,2019-04-07,Ural,Yenisey,2.33115,2.31363,2.33115,1.55935,5,3,14.6,10.36842105263158,3,2,H
3184,La_liga,2019-04-07,Getafe,Ath Bilbao,1.29044,0.747402,1.29044,0.747402,2,1,3.787878787878788,4.25,1,0,H
19152,Ligue_1,2019-04-07,Toulouse,Nantes,2.91718,0.749901,2.15708,0.749901,5,6,5.814814814814815,17.25,1,0,H
19266,Ligue_1,2019-04-07,Reims,Lille,1.25379,0.922252,1.25379,0.922252,5,1,17.1,12.210526315789474,1,1,D
15284,Serie_A,2019-04-07,Cagliari,Spal,2.32045,1.31133,2.32045,0.550029,12,1,7.758620689655173,20.857142857142858,2,1,H
14789,Serie_A,2019-04-07,Udinese,Empoli,2.21919,1.84227,1.45789,1.84227,6,13,15.294117647058824,7.571428571428571,3,2,H
7192,EPL,2019-04-07,Everton,Arsenal,2.69396,0.201885,2.69396,0.201885,6,3,9.709677419354838,11.1875,1,0,H
10805,Bundesliga,2019-04-07,Augsburg,Hoffenheim,0.653608,3.60653,0.653608,3.60653,5,10,11.323529411764708,12.625,0,4,A
21863,RFPL,2019-04-07,Rubin Kazan,Arsenal Tula,0.589412,0.385177,0.589412,0.385177,3,2,8.941176470588236,9.26086956521739,0,0,D
3754,La_liga,2019-04-07,Valladolid,Sevilla,1.33089,2.24314,1.33089,2.24314,4,5,11.153846153846152,7.833333333333333,0,2,A
19076,Ligue_1,2019-04-07,Nice,Montpellier,1.3882,0.585107,1.3882,0.585107,2,7,14.421052631578949,12.392857142857142,1,0,H
11043,Bundesliga,2019-04-07,Mgladbach,Werder Bremen,1.99752,1.05039,1.99752,1.05039,10,3,13.947368421052632,14.454545454545457,1,1,D
22013,RFPL,2019-04-07,Lokomotiv Moscow,Zenit,0.44108,1.13404,0.44108,1.13404,7,7,6.478260869565218,7.423076923076923,1,1,D
14980,Serie_A,2019-04-07,Inter,Atalanta,0.93775,1.22931,0.93775,1.22931,9,7,11.090909090909092,13.652173913043478,0,0,D
14675,Serie_A,2019-04-07,Lazio,Sassuolo,3.36273,1.20864,2.60143,1.20864,17,2,8.88,22.1,2,2,D
3488,La_liga,2019-04-07,Celta,Sociedad,3.30598,1.24845,2.56271,0.505174,3,1,6.125,16.5,3,1,H
3450,La_liga,2019-04-07,Levante,Huesca,2.60648,1.76678,1.86334,1.76678,10,5,4.21875,9.11111111111111,2,2,D
14942,Serie_A,2019-04-07,Napoli,Genoa,1.98975,0.922442,1.98975,0.922442,7,6,6.1875,27.08333333333333,1,1,D
3526,La_liga,2019-04-07,Betis,Villarreal,1.80228,1.88778,1.80228,1.1445,7,5,11.571428571428571,8.323529411764707,2,1,H
18771,Ligue_1,2019-04-07,Paris SG,Strasbourg,2.68148,0.620221,2.68148,0.620221,16,3,7.15,31.454545454545453,2,2,D
22163,RFPL,2019-04-08,Orenburg,Akhmat Grozny,0.947378,1.19703,0.947378,1.19703,10,11,8.923076923076923,26.75,1,3,A
14714,Serie_A,2019-04-08,Bologna,Chievo,3.1019,0.672578,1.5793,0.672578,6,2,5.233333333333333,14.61904761904762,3,0,H
7382,EPL,2019-04-08,Chelsea,West Ham,2.23287,0.471195,2.23287,0.471195,16,7,17.76923076923077,12.789473684210526,2,0,H
19456,Ligue_1,2019-04-09,Nimes,Rennes,1.4484,0.816818,1.4484,0.816818,5,3,13.73913043478261,9.458333333333334,3,1,H
22074,RFPL,2019-04-12,FK Krylya Sovetov Samara,Rubin Kazan,0.549621,0.548237,0.549621,0.548237,9,2,5.878787878787879,14.75,1,0,H
19343,Ligue_1,2019-04-12,Dijon,Amiens,1.31762,0.205846,1.31762,0.205846,16,4,7.2,14.066666666666666,0,0,D
11282,Bundesliga,2019-04-12,Nurnberg,Schalke 04,2.35613,0.850368,1.59835,0.850368,9,5,10.882352941176473,9.692307692307692,1,1,D
19000,Ligue_1,2019-04-12,Nantes,Lyon,1.07257,1.16906,1.07257,1.16906,3,6,17.105263157894736,8.352941176470589,2,1,H
7307,EPL,2019-04-12,Leicester,Newcastle,0.877377,0.945804,0.877377,0.945804,5,4,7.3,20.181818181818183,0,1,A
22224,RFPL,2019-04-13,Yenisey,Ufa,0.70598,1.86771,0.70598,0.983208,13,9,12.0,14.27777777777778,0,0,D
21834,RFPL,2019-04-13,CSKA Moscow,Orenburg,1.57161,1.33191,1.57161,1.33191,6,9,9.15,6.933333333333334,2,3,A
22194,RFPL,2019-04-13,Arsenal Tula,Ural,2.34193,1.65138,2.34193,1.65138,5,3,5.625,17.3125,0,0,D
3147,La_liga,2019-04-13,Espanol,Alaves,0.624479,1.09624,0.624479,1.09624,1,5,10.0,8.411764705882353,2,1,H
7458,EPL,2019-04-13,Tottenham,Huddersfield,2.78596,0.983527,2.78596,0.983527,14,5,8.263157894736842,19.33333333333333,4,0,H
15323,Serie_A,2019-04-13,Spal,Juventus,0.983596,0.52595,0.983596,0.52595,4,7,11.625,6.7407407407407405,2,1,H
10874,Bundesliga,2019-04-13,Werder Bremen,Freiburg,1.81623,0.55263,1.81623,0.55263,8,3,4.216216216216216,22.153846153846157,2,1,H
11214,Bundesliga,2019-04-13,RB Leipzig,Wolfsburg,2.11199,0.38877,2.11199,0.38877,7,5,6.441176470588236,10.61111111111111,2,0,H
10976,Bundesliga,2019-04-13,Hannover,Mgladbach,1.36963,1.76261,1.36963,1.76261,3,10,12.192307692307692,10.11111111111111,0,1,A
11146,Bundesliga,2019-04-13,Stuttgart,Leverkusen,0.444283,2.53521,0.444283,1.77744,5,10,15.642857142857142,10.571428571428571,0,1,A
7725,EPL,2019-04-13,Burnley,Cardiff,2.84358,0.872224,2.84358,0.872224,5,3,8.285714285714286,8.538461538461538,2,0,H
7268,EPL,2019-04-13,Southampton,Wolves,3.80842,0.642825,3.80842,0.642825,4,4,13.928571428571429,6.227272727272728,3,1,H
7799,EPL,2019-04-13,Brighton,Bournemouth,0.206731,2.76885,0.206731,2.76885,5,19,11.44,13.941176470588236,0,5,A
7877,EPL,2019-04-13,Fulham,Everton,1.66303,1.29107,1.66303,1.29107,6,7,12.761904761904765,5.388888888888889,2,0,H
3793,La_liga,2019-04-13,Huesca,Barcelona,0.21138,0.962057,0.21138,0.962057,1,6,11.243243243243244,3.2962962962962963,0,0,D
18849,Ligue_1,2019-04-13,Marseille,Nimes,1.2573,0.998275,1.2573,0.23818,6,2,7.739130434782608,12.846153846153848,2,1,H
14639,Serie_A,2019-04-13,Roma,Udinese,1.30438,0.561648,1.30438,0.561648,5,3,10.55,10.72222222222222,1,0,H
3223,La_liga,2019-04-13,Ath Madrid,Celta,1.75463,0.617854,1.75463,0.617854,5,6,10.814814814814817,15.0,2,0,H
11010,Bundesliga,2019-04-13,Dortmund,Mainz,2.13802,2.93676,2.13802,2.93676,8,6,14.666666666666666,17.307692307692307,2,1,H
21924,RFPL,2019-04-13,Akhmat Grozny,Lokomotiv Moscow,0.621722,1.64265,0.621722,1.64265,5,7,13.333333333333334,9.0,1,3,A
7648,EPL,2019-04-13,Man United,West Ham,2.65125,1.42817,1.12892,1.42817,15,10,9.258064516129032,11.5,2,1,H
19419,Ligue_1,2019-04-13,Strasbourg,Guingamp,1.68016,2.27104,1.68016,2.27104,5,3,4.896551724137931,17.789473684210527,3,3,D
19115,Ligue_1,2019-04-13,Monaco,Reims,1.62135,0.568613,1.62135,0.568613,9,2,7.03125,12.666666666666666,0,0,D
18887,Ligue_1,2019-04-13,Caen,Angers,0.515272,1.20442,0.515272,1.20442,2,4,12.96,11.142857142857142,0,1,A
15171,Serie_A,2019-04-13,Milan,Lazio,1.52803,1.41453,0.766732,1.41453,7,8,8.185185185185185,13.590909090909092,1,0,H
3071,La_liga,2019-04-13,Sevilla,Betis,2.32083,1.09294,2.32083,1.09294,8,6,14.045454545454543,7.6,3,2,H
3755,La_liga,2019-04-14,Valladolid,Getafe,1.39618,1.36776,0.652905,0.628128,3,1,2.931034482758621,8.125,2,2,D
15247,Serie_A,2019-04-14,Torino,Cagliari,1.17895,0.866882,1.17895,0.866882,6,5,9.454545454545457,6.035714285714286,1,1,D
21984,RFPL,2019-04-14,Dynamo Moscow,Krasnodar,0.540879,2.05317,0.540879,2.05317,5,9,10.5,6.291666666666667,1,1,D
10772,Bundesliga,2019-04-14,Hoffenheim,Hertha,3.53386,0.305091,3.53386,0.305091,14,7,6.0285714285714285,14.16,2,0,H
3337,La_liga,2019-04-14,Ath Bilbao,Vallecano,2.60334,0.73101,1.71928,0.73101,12,2,4.02,6.136363636363637,3,2,H
18811,Ligue_1,2019-04-14,Rennes,Nice,1.06213,0.482453,1.06213,0.482453,2,4,12.607142857142858,16.2,0,0,D
18925,Ligue_1,2019-04-14,Montpellier,Toulouse,2.02444,0.214379,2.02444,0.214379,4,1,10.0,7.653846153846154,2,1,H
14867,Serie_A,2019-04-14,Sampdoria,Genoa,2.46935,0.737093,1.70805,0.737093,10,7,8.571428571428571,8.962962962962964,2,0,H
14905,Serie_A,2019-04-14,Sassuolo,Parma,1.25421,0.828516,1.25421,0.0672574,11,1,5.944444444444445,20.705882352941178,0,0,D
15133,Serie_A,2019-04-14,Fiorentina,Bologna,0.792762,0.145765,0.792762,0.145765,3,1,8.347826086956522,15.466666666666669,0,0,D
7345,EPL,2019-04-14,Crystal Palace,Man City,0.318169,2.86236,0.318169,2.86236,5,18,29.615384615384617,4.814814814814815,1,3,A
11248,Bundesliga,2019-04-14,Fortuna Dusseldorf,Bayern Munich,0.972295,3.34878,0.214518,3.34878,1,12,33.357142857142854,8.807692307692308,1,4,A
21954,RFPL,2019-04-14,Zenit,FK Anzi Makhackala,3.56344,0.411044,3.56344,0.411044,20,1,11.416666666666666,17.5625,5,0,H
3109,La_liga,2019-04-14,Sociedad,Eibar,0.293383,0.99834,0.293383,0.99834,0,5,13.45,4.166666666666667,1,1,D
19191,Ligue_1,2019-04-14,St Etienne,Bordeaux,2.13067,0.639973,1.37057,0.639973,2,4,10.733333333333333,9.666666666666666,3,0,H
7573,EPL,2019-04-14,Liverpool,Chelsea,1.30839,0.873177,1.30839,0.873177,18,5,8.153846153846153,16.15,2,0,H
15095,Serie_A,2019-04-14,Chievo,Napoli,0.172953,1.45817,0.172953,1.45817,2,11,25.55,10.61111111111111,1,3,A
21894,RFPL,2019-04-14,FK Rostov,Spartak Moscow,0.949243,1.2092,0.949243,1.2092,4,8,16.68421052631579,5.352941176470588,2,1,H
11112,Bundesliga,2019-04-14,Ein Frankfurt,Augsburg,2.09741,2.22016,2.09741,2.22016,8,8,10.083333333333334,9.166666666666666,1,3,A
3717,La_liga,2019-04-14,Girona,Villarreal,0.964694,1.39136,0.964694,1.39136,7,3,8.26923076923077,16.88235294117647,0,1,A
15209,Serie_A,2019-04-14,Frosinone,Inter,0.789702,3.70567,0.789702,2.94437,3,8,14.966666666666669,7.882352941176471,1,3,A
3299,La_liga,2019-04-14,Valencia,Levante,2.86682,0.279883,2.86682,0.279883,7,4,10.55,8.193548387096774,3,1,H
18735,Ligue_1,2019-04-14,Lille,Paris SG,1.98648,1.27918,1.98648,1.27918,7,8,18.105263157894736,13.25,5,1,H
15019,Serie_A,2019-04-15,Atalanta,Empoli,5.06313,0.22043,5.06313,0.22043,30,0,13.4,16.2,0,0,D
7686,EPL,2019-04-15,Watford,Arsenal,1.12595,2.2668,1.12595,2.2668,7,16,15.869565217391305,8.1,0,1,A
3679,La_liga,2019-04-15,Leganes,Real Madrid,0.651235,1.20942,0.651235,1.20942,3,7,18.59090909090909,6.941176470588236,1,1,D
7800,EPL,2019-04-16,Brighton,Cardiff,0.588539,0.819472,0.588539,0.819472,11,1,5.666666666666667,10.517241379310343,0,2,A
19001,Ligue_1,2019-04-17,Nantes,Paris SG,1.98839,0.60586,1.98839,0.60586,4,5,15.807692307692308,5.64,3,2,H
14677,Serie_A,2019-04-17,Lazio,Udinese,0.891528,1.28089,0.891528,0.510352,8,4,10.954545454545457,15.333333333333334,2,0,H
22045,RFPL,2019-04-19,FK Anzi Makhackala,Akhmat Grozny,0.360564,0.853618,0.360564,0.853618,2,1,10.483870967741936,11.033333333333331,0,1,A
19344,Ligue_1,2019-04-19,Dijon,Rennes,1.07506,0.868226,1.07506,0.868226,9,12,12.703703703703704,4.571428571428571,3,2,H
19306,Ligue_1,2019-04-19,Lyon,Angers,2.88984,0.447996,2.88984,0.447996,9,2,10.80952380952381,22.318181818181817,2,1,H
3642,La_liga,2019-04-19,Alaves,Valladolid,0.698942,1.87763,0.698942,1.13436,0,5,10.35,5.2,2,2,D
21805,RFPL,2019-04-20,Ufa,Arsenal Tula,1.06723,1.22614,1.06723,1.22614,8,5,4.111111111111111,18.545454545454547,1,2,A
15362,Serie_A,2019-04-20,Parma,Milan,0.830287,0.800929,0.830287,0.800929,6,5,17.333333333333332,7.736842105263157,1,1,D
3490,La_liga,2019-04-20,Celta,Girona,1.78831,0.331788,1.78831,0.331788,7,2,7.368421052631579,15.117647058823527,2,1,H
22165,RFPL,2019-04-20,Orenburg,FK Rostov,1.09349,0.300724,1.09349,0.300724,4,12,7.814814814814815,9.25,3,0,H
7611,EPL,2019-04-20,Man City,Tottenham,2.06185,1.19894,2.06185,1.19894,12,4,6.264705882352941,16.142857142857142,1,0,H
14792,Serie_A,2019-04-20,Udinese,Sassuolo,0.907616,0.747252,0.907616,0.747252,4,1,6.942857142857143,7.208333333333333,1,1,D
14830,Serie_A,2019-04-20,Genoa,Torino,1.1822,0.836087,1.1822,0.836087,7,5,6.75,4.147058823529412,0,1,A
15286,Serie_A,2019-04-20,Cagliari,Frosinone,1.648,0.848619,0.8867,0.848619,3,4,6.9,9.72,1,0,H
