,league,date,home_team,av_hm_g_f,av_hm_g_a,av_hm_xG_f,av_hm_xG_a,av_hm_npxG_f,av_hm_npxG_a,av_hm_deep_f,av_hm_deep_a,av_hm_ppda_f,av_hm_ppda_a,away_team,av_aw_g_f,av_aw_g_a,av_aw_xG_f,av_aw_xG_a,av_aw_npxG_f,av_aw_npxG_a,av_aw_deep_f,av_aw_deep_a,av_aw_ppda_f,av_aw_ppda_a,ftr
13,EPL,2015-01-17,QPR,1.774896978703872,1.1663380908338692,1.9595316430469425,1.3449358408240688,1.8641354721603711,1.3449358408240688,6.145851587084214,8.577850090310323,8.94846660897445,7.888489785306553,Man United,1.1601794567434633,1.165174198030369,1.162291990960282,1.3658555886492747,1.162291990960282,1.2602944383463668,5.863515539175828,5.918294903226503,9.816848294693282,12.426441519439447,A
14,EPL,2015-01-17,Burnley,0.8906069429596206,0.995570972451414,1.2266895778592068,1.282872545559123,1.1440640486129807,1.0808746551629511,6.905261511319573,6.186197539415898,9.880564205103564,11.18226128629373,Crystal Palace,0.6552580120434935,1.208999512025558,0.9589537253612954,1.257713248916986,0.7595744848561351,1.1414233137705665,3.616285778107249,8.163237942563555,17.325504654586958,4.800717861180509,A
15,EPL,2015-01-17,Newcastle,1.6829581059927154,1.3819545041519263,1.4866076861938768,1.290683027967319,1.4866076861938768,1.290683027967319,7.045894869764805,6.5750448639683325,9.778800067806221,10.433323947165592,Southampton,1.0753753945084517,0.7377934570724237,1.2336488254842608,0.9291494873279883,1.138062862051998,0.9291494873279883,6.529531729933923,4.906363673957545,10.639923185951712,14.163858569545301,A
16,EPL,2015-01-18,West Ham,1.5560862416033605,0.8452068702213779,1.4574636716676852,1.2082885923450661,1.4574636716676852,1.1065866474445099,6.672313182839895,7.198021247062307,13.735789653711223,8.776545590186215,Hull,0.8571483377785902,1.4568128335511668,0.4661594144581991,1.2712557360327894,0.4661594144581991,1.2712557360327894,1.911389787564198,8.1654517085206,15.166655150429134,10.992187401540484,H
17,EPL,2015-01-18,Man City,2.0976606895456955,0.9378688422196625,2.1571092096220843,0.9231575232968825,1.8654603106325949,0.7511906336894288,16.989758562585916,4.071260868992674,7.164278980620467,17.261299297869517,Arsenal,1.3823170236175395,1.401036992959816,1.5492960406362963,1.2488545319359234,1.360624729149041,1.1924301373024626,8.338371605035746,4.906189679059961,9.833656934533048,11.654518665014914,A
18,EPL,2015-01-19,Everton,1.5445743448818905,1.3174677311491214,1.3075974918973539,1.1067938329100415,1.2546299908059104,0.9501082409584528,6.978601582831416,6.6780342222295195,8.813326903149362,12.395137069601338,West Brom,0.6472586290470009,1.3678772994441586,0.9775634567454383,1.7087347488575753,0.8281547741004479,1.6084589950663277,5.91612292051471,5.992179674163042,12.873057674647812,11.74447725216078,D
19,Ligue_1,2015-01-23,Nice,0.9851542521224169,1.0480575911902767,1.1677160396254247,0.6095227583948992,1.0462009653969948,0.5639166223570231,3.743831176125147,2.9406531429558953,7.872250545638826,8.881821608562834,Marseille,1.3133863691571661,1.2491230981155799,1.4034532327675404,0.9455917281457417,1.3002552249946466,0.8046699570486034,4.476569197807867,3.1836825528432757,5.939769223378343,8.084131982564454,H
20,La_liga,2015-01-24,Cordoba,0.7418126250616393,0.8978598487593739,0.8930185335396537,0.7442032774769771,0.8220929546821625,0.6315281666749334,2.213915512948306,4.924805801479558,8.48123186496643,9.647137778592532,Real Madrid,3.2935521816607927,0.880894644133044,2.793431513246425,1.0462699558230935,2.5499386270732027,0.9069084751480014,8.004713682042109,3.2535827181567876,9.600879187741304,12.461136066445464,A
21,Ligue_1,2015-01-24,Lille,1.3093512816517052,0.38342717807576315,1.264086319576386,0.9218268557893058,1.0945739896105213,0.8501208764305187,4.592008127133548,2.7069389383825637,8.058662237907342,13.083124477772326,Monaco,1.2079780669971343,0.9598462011646663,1.1310135848938259,1.1778505648997344,1.0285049107767121,1.0321058312634563,4.593784887601564,3.355839755412304,9.502244300789771,10.781721435898099,A
22,La_liga,2015-01-24,Elche,1.0017645846358751,1.4759264090973225,1.260897418182384,1.5000726374530955,0.9922142008000325,1.31914533144231,2.29483268741139,6.447357490194883,8.180241822499145,10.171874135425847,Barcelona,1.5881349264429936,0.5044359451514384,2.056013184457821,0.7177731296557484,2.004588168304419,0.6525297389207574,12.22269053310974,2.687269444856984,5.309789213914571,15.668253591751569,A
23,Ligue_1,2015-01-24,Bastia,1.441128995694249,1.066073770235239,1.0384526201690998,0.9356281081569361,0.872731346817936,0.8790498064884457,2.5273212467303967,4.6474301538276785,6.984774197348822,8.881671820672326,Bordeaux,0.7686399185458824,1.329322433302332,0.8503485697022907,1.368241659724793,0.805231001436814,1.0058806322982454,4.065656365376799,4.648615164611172,9.963460243871996,8.656349300506367,D
24,Ligue_1,2015-01-24,Guingamp,1.4813340775135555,1.1722614840634544,1.3952389537617442,0.9645710770237438,1.1290297081375735,0.9645710770237438,5.46586889777768,5.9383997807181785,10.735903675402426,6.993514205296014,Lorient,1.2043901919405855,2.0507652681827726,0.9333799664616661,2.019330809979013,0.7171962180694369,1.7702021397523844,3.285781202508501,6.2589884671817755,15.823121729260132,9.223992020628648,H
25,La_liga,2015-01-24,Ath Madrid,2.322137558472389,0.7385629764738671,1.9794501224968506,0.4472223598518903,1.8114348505301638,0.3973154683196545,6.104980604042214,1.7162511682760702,6.966760210743769,11.767325627850019,Vallecano,1.1320777272340101,1.733591439165715,1.1802128097055142,1.718156819184212,1.1270614357718198,1.6090442505764337,3.6039587401966706,5.782964614993286,6.226330944118586,10.089346298207046,H
26,Ligue_1,2015-01-24,Montpellier,1.5397478339457262,1.045465262704999,1.129157534162518,0.7727438963628511,1.129157534162518,0.7186474732554263,4.015030360104608,3.6423258978455966,8.138365719169139,5.604136854827036,Nantes,0.9055738211428812,1.0622521914028789,0.9939459692128647,1.401001129538356,0.8695784704894075,1.358792445701516,3.2397828568315776,4.746817943558791,11.521274153068106,6.930516393149172,H
27,La_liga,2015-01-24,Sociedad,1.245685528653038,0.9586121766281118,1.08963035596401,0.9436112996211082,1.08963035596401,0.9436112996211082,4.629057157391108,4.911322373432117,8.576801408415044,7.883471435047609,Eibar,1.117831252427338,1.039233997057894,0.9295407123023343,1.518678874201777,0.8608456626440305,1.447535969730562,2.192435934229116,8.630502737865479,10.834707681657049,6.911388230222654,H
28,La_liga,2015-01-25,La Coruna,0.8449320655565725,1.6315026419626555,1.0579849254862335,1.2109987020340132,0.8801781848765661,1.2109987020340132,3.2809876284960415,5.464282846198654,9.41496774280922,6.907787552802327,Granada,0.5279541513893757,2.1484450988632813,0.6565370321231434,1.9118336734404204,0.5728376985219849,1.7377270576072223,1.861827645366035,6.384629242143407,10.274753333871612,6.601475695688522,D
29,Ligue_1,2015-01-25,Lyon,2.6884754633246213,0.45153400747445704,1.9661932119984395,0.833351025542938,1.7525273110169899,0.833351025542938,6.41232892115407,3.2006878736707836,9.24971249225804,12.904090289231526,Metz,0.3261584808405242,1.8089696282199867,0.6445913783197527,1.3233505171284492,0.5936204987337899,1.2633220771257885,3.0167855126887497,5.769959919039813,8.877115745827137,7.485098393243287,H
30,Ligue_1,2015-01-25,Evian Thonon Gaillard,1.2919055193582827,1.2454773674258652,0.9587886456252673,1.4419979819537039,0.8937944241518494,1.1359185741375928,2.5109011551829803,4.385420015991271,9.364825378823351,9.822703196409098,Toulouse,0.6451166813264702,1.8009052630176963,0.658582962190612,1.4144387277496764,0.658582962190612,1.176334960761243,3.1766025831476083,4.999997492051983,8.128888355506463,8.143369056336882,H
31,Ligue_1,2015-01-25,Reims,1.5372486962849592,1.5457583812442637,1.1530889287665804,1.181254673539927,1.0756933329072047,1.1255582062142284,4.075827556780175,2.9762102777878043,9.938170336027325,10.506974189354388,Lens,0.8803091250778612,1.6435256518993788,0.8863523954906476,1.5752921911620337,0.7789081863596302,1.3619608812955086,3.0055451121981904,6.32003965841004,12.355606170754676,8.05094151930488,D
32,Ligue_1,2015-01-25,Rennes,1.2045224411149145,1.2845666459379927,1.1686007713344257,1.0439553794146388,1.1686007713344257,1.0439553794146388,4.351116725384604,4.37013558642242,12.96073023677615,14.612391463292482,Caen,0.9801785029442075,2.0763372798321567,0.562020651369794,2.2650515737483157,0.562020651369794,1.7038757781850289,2.2448874198229927,6.98430964367017,12.042059476060581,8.502328914799122,A
33,La_liga,2015-01-25,Espanol,1.364335575632834,0.878462139653565,1.3947444866445617,0.9213967558298819,1.3947444866445617,0.9213967558298819,4.658949819414733,2.5713659395238166,6.971006385849778,7.87473333322918,Almeria,1.2303417732662214,1.6380398862688574,0.9638953174628613,1.5243293828423812,0.8610770856720292,1.4317603546447266,1.5731971675671583,5.922239934808343,9.790435503627926,5.3881578633729035,H
34,Ligue_1,2015-01-25,St Etienne,1.5309467864400217,0.34328107169728767,1.4068883654478899,0.8175300963400463,1.3572759521862245,0.7190132154054023,7.604136606799293,2.4423904794431452,8.098279188371327,12.836818224718632,Paris SG,1.5457259362205082,1.4602323265955244,1.7324931321260764,1.0922055370381327,1.6650871590819094,0.7977549339569479,8.427268753297003,2.6347045033119256,6.787290516266411,15.86147215708068,A
35,La_liga,2015-01-26,Getafe,0.4627972809009452,1.3616503222790466,0.6144347849631874,1.5295070780809399,0.6144347849631874,1.4777797903274008,2.2101690915111085,5.476115914319164,10.847044313641058,7.368810022813098,Celta,0.43298592729852814,1.1368987889609339,0.8465067606203038,1.4720220435555693,0.7967227168963522,1.3261136487046323,4.8943356738539014,6.530856853347074,6.262261534144588,8.36810616748489,H
36,Ligue_1,2015-01-30,Paris SG,2.0703823283504557,0.603751986258105,1.9767525606423415,0.42450087482662174,1.7497276861130773,0.42450087482662174,8.991841962474163,2.548457901092238,6.273870538846235,13.978373818301037,Rennes,0.7661710397944387,1.0292551949992794,1.0725195185701073,1.0105582551436576,0.901103162730991,0.9640882971856819,4.282289477705729,3.8203741204606176,11.732675934314237,10.845412471815203,H
37,EPL,2015-01-31,Hull,0.8779658604980641,1.055646697003502,1.0584404521718414,1.1967616551196354,1.0033685143318434,1.106863058318326,4.934940685146866,4.819908327421104,11.769343817488561,9.933518690691608,Newcastle,0.8653787362431228,1.9329253497821677,0.8095358282203796,1.48226919564337,0.7100578092959139,1.3914398260182792,2.0566328515344483,7.81511517032623,11.748936580886962,8.843116201385234,A
38,EPL,2015-01-31,Liverpool,1.4738077706258599,1.0493287869497845,1.5609337404395047,0.887657693354459,1.3537836525253786,0.8321068674907289,10.389623551979215,4.847642750241477,10.060273277405612,14.71415352153291,West Ham,1.4169803651369106,1.4721423838591976,1.0379604839060965,1.7658309454869376,1.0379604839060965,1.6718389555214541,4.049882049519559,6.4599139467534785,11.995075941266126,9.371831212413626,H
39,EPL,2015-01-31,Stoke,1.297269525806605,1.2370502812230229,1.5977605536848722,1.290502001321124,1.5339306295251203,1.1373525745365665,5.713288392940846,5.428847930682307,9.122189988009834,9.1725052043794,QPR,0.5779842805370812,2.2651877666072484,0.9104613733576936,1.836935328358911,0.6919548109996709,1.6629666709183928,4.38281280594301,8.113986743175657,13.286519555525626,8.161358720643447,H
40,EPL,2015-01-31,Crystal Palace,1.2570281176529936,1.5154299898224848,1.197924529564736,0.89097634390893,1.083708702895195,0.8413218667338326,5.431675176727691,5.424050788331535,10.336032910304569,7.849518514706169,Everton,0.9909744189295869,1.769633154142708,0.9691119834458594,1.5904430705378467,0.8417908117139778,1.504164251097043,4.665689581287927,7.330505509509058,12.845252369842653,9.647085418502344,A
41,EPL,2015-01-31,West Brom,1.1105470300627744,1.3581860934689922,1.222675475074127,0.9843159941819252,1.1587069361602005,0.8216109917768493,4.374966626323554,5.301985382567308,11.970306164727909,13.766700550045636,Tottenham,1.4100263432884377,1.6427882325210992,1.3444738432157364,1.7441393796656341,1.2809277277690219,1.3884391240046028,5.563845113288916,8.314292363305801,9.05460763034267,10.143130676724182,A
42,EPL,2015-01-31,Man United,2.0150956137484575,0.6151445824348274,1.5764786705085718,1.0986714974411,1.5764786705085718,0.9433410098696771,6.546818955208832,4.814801185116857,8.574464793847653,19.7415453707982,Leicester,0.7925542610663184,1.639218107690686,0.8292726255609933,1.8806548259482134,0.8292726255609933,1.6748430879841811,5.047978438759428,6.812964386196712,11.03398828778276,8.289742609646634,H
43,EPL,2015-01-31,Sunderland,0.8015151264115973,1.5656232519805073,0.8374680719759799,1.1514482186758441,0.7465664494172852,1.079799315150291,3.2869159992733916,6.148985249352578,10.98401335944107,8.336836860011156,Burnley,1.1988699304528967,2.0850693874083497,1.0403246062438756,1.7578546689542234,0.9903131147303095,1.7578546689542234,4.5433232358907505,8.209663491974306,11.353525436008411,9.32580338058275,H
44,Ligue_1,2015-01-31,Marseille,2.4106974121702445,0.6783875421121517,1.673390454030538,0.8858051290414624,1.673390454030538,0.765409679583468,6.001968607664529,3.3726790782545346,5.947054427855361,9.33203071806864,Evian Thonon Gaillard,0.9591908625958364,2.101253680200302,0.6720837486254164,1.6654429140817306,0.6720837486254164,1.605041903786471,2.8469955064618246,6.9202811146837115,10.832311891949955,8.2806343082765,H
45,Serie_A,2015-01-31,Genoa,1.2587112086037116,1.2382852548959362,1.421582981806022,1.8348281145051046,1.1965763035862387,1.6258505271107964,6.449031886991944,5.403920070607163,9.602860670999657,7.1964394342944065,Fiorentina,1.748908207544084,1.0608564907497269,1.8960327769784748,1.2842764052500821,1.7197601613349849,1.21585230492731,9.455965444264349,4.5237060297705325,7.096212671300043,12.645426835787926,D
46,EPL,2015-01-31,Chelsea,2.320145148432685,0.22430001456341797,2.3626275262021554,0.40779877486965366,2.233638811906953,0.40779877486965366,11.787061221821622,2.072526672933383,9.269293461508536,17.471804588625385,Man City,2.2523853316795583,1.009422377586439,1.733618557070494,1.3174145023501713,1.6340666552730547,1.2643964136597838,13.63572835205471,3.5284439615550114,8.245129030848258,12.420543443388892,D
47,Ligue_1,2015-01-31,Lorient,1.1991157662625196,0.9703795580493831,1.5260809397803965,0.9804402676756155,1.4397960977931927,0.9804402676756155,4.919524369995064,3.93992955307815,10.464807327778011,11.956145516785043,Montpellier,1.228485008492592,1.2771696409990227,1.2936299845383246,1.382573223078553,1.1724056983376874,1.261349255847226,3.814856755100221,5.012572870244249,9.32651997849877,6.130952248742982,D
48,Ligue_1,2015-01-31,Toulouse,1.3066467956298788,1.4290156342927864,1.2136754569321244,1.167098030435128,1.000910737774219,0.9847446581742563,6.228112015736235,3.4829960961404134,5.885230604538115,13.886007182417044,Reims,1.1490832756765963,1.8989621981454576,0.9181637297078062,1.5775492258408474,0.7904174264128512,1.3539140481672016,2.216254482961902,4.333858091975353,12.025116859002145,13.187905399503668,H
49,Ligue_1,2015-01-31,Nantes,0.867337239520699,0.7810978988538281,1.1021685057206785,0.8158775447500127,0.9020581015962278,0.8158775447500127,3.135129634146181,2.5677142834325846,11.045663084252823,8.955446745836431,Lille,0.37489765565318545,1.430586369440046,0.539332591656243,1.5297965378865546,0.4973132621329517,1.453078541273936,3.2187811336405403,4.019163438929532,10.811764696534912,8.991091929535296,D
50,Ligue_1,2015-01-31,Metz,1.4907966635422192,1.371781570814988,1.4386435792269903,1.2660575326535892,0.8794645416413909,1.1381923374154406,2.6762239509907784,5.198443945483707,10.696527903960769,7.492468423352647,Nice,1.494679800097981,1.4762649823131355,1.136089195556578,1.683542204946862,1.0423076445708632,1.2727922346436382,3.368498008510084,5.745557901457041,8.066938763506714,7.638322223868229,D
51,Ligue_1,2015-01-31,Lens,1.0686852502576338,1.174637678197657,1.1905427338669885,1.0651850564078489,0.9156894063210316,0.8728500450328799,3.3325369039730286,2.9053107238816853,9.447426599390374,8.382515693221235,Bastia,0.6456786639286735,1.2318049699613591,0.7906008178662928,0.8261461327416567,0.7906008178662928,0.8261461327416567,2.435198177512749,5.398119625610832,11.890642299026497,6.755775947424971,D
52,Ligue_1,2015-02-01,Caen,1.516108082001392,1.4979250641325468,1.439873303055687,1.4590326352920178,1.1524804986409531,1.0825403711582082,2.8028870237126773,4.412423615143964,10.169219618821574,6.8894428435773705,St Etienne,0.8209951560380312,0.6637985987682364,0.9753626462787156,0.836509446776582,0.9076225578725275,0.7679033693782298,4.077571903935126,3.0851426063944407,10.239293637748094,10.817062956109227,H
53,EPL,2015-02-01,Arsenal,2.196850267014066,0.896725377875645,2.306114046429182,0.8612604421111791,2.1088276023372803,0.7581367902111024,11.356695511102702,4.459702979290728,8.042023962870225,13.643210778604422,Aston Villa,0.2799678737748621,1.1185881293492212,0.6838069981346423,1.529173357430696,0.6838069981346423,1.4473538980620497,5.707785380236799,6.204202024119381,17.83612495623098,10.322317939212956,H
54,Serie_A,2015-02-01,Chievo,0.6389118263217037,1.156458882595281,0.9327358600759023,1.205751266368333,0.9327358600759023,1.1399653217243455,4.144858807853111,6.231886385289985,9.033501503125693,6.633595865262161,Napoli,1.3825077029487294,0.8814756902791333,1.4241617437360072,0.8906064571321527,1.3566053967219676,0.8906064571321527,5.527238774006349,3.4940558245131608,10.078772391823316,11.091148631759234,A
55,Serie_A,2015-02-01,Torino,0.9172839227108853,0.7855146168529962,1.6965234375982345,0.8479580920202486,1.5023961842701978,0.7305175015407248,6.842260450580623,4.25734247563761,12.210040263158742,11.051893762316007,Sampdoria,1.1719308514809375,1.071490604783488,1.3059238241927984,1.3538240077538142,1.2178137713543409,1.2251421653299521,5.164146578682288,6.496868424708253,9.35519441661889,10.19980011096885,H
56,Serie_A,2015-02-01,Udinese,1.474628347935993,1.4192484714124898,0.8889468047076998,1.1472898934573308,0.8889468047076998,0.9116703553024432,6.486519773950455,5.599068029665782,12.363947115921304,10.203187013161168,Juventus,1.8272662689195096,0.4677110536996403,1.3594493564317136,0.7291700552840453,1.3594493564317136,0.6725156386787288,9.550059522668978,3.338147604476377,7.559585246048959,10.006061398359618,D
57,Serie_A,2015-02-01,Palermo,1.8205989839428023,0.9831753598612103,1.699947577361521,1.0616793845661294,1.4439506987698336,0.9985501431276468,5.260040836625174,4.179157082929501,10.301134208239915,10.00787552387211,Verona,0.8759111221245333,1.9054810587181172,0.8096065715861785,1.7839673933604023,0.734481259866894,1.6575074561643846,3.522564442461246,9.788958614221865,17.093902086407574,9.249475455592831,H
58,Serie_A,2015-02-01,Cesena,1.025660110438729,2.321552229125531,1.1331671317250587,1.6708673901595252,0.8155101181358911,1.4719492197239625,3.4308129215460808,6.800921539332494,12.51948714833655,7.608658089350632,Lazio,1.5297921947331805,1.2326666560465638,1.2572287756052891,1.0157670264398213,1.2111940081788486,0.899669112768493,4.540486957651238,3.8174856389439005,8.907292196076526,8.550438355697874,H
59,Ligue_1,2015-02-01,Bordeaux,1.5271530891029352,1.7209280637399544,1.6081094352893404,1.2593972549952754,1.3286182445963455,1.2593972549952754,5.280590697981816,4.248473502787673,12.027454207657321,11.19272157605858,Guingamp,1.0830039881778344,1.8179014853642343,0.9021839679584169,1.150454234369704,0.7756639270070638,1.0471792213216018,1.8715602554876947,5.03066711055233,12.719120338149406,6.691610096056814,D
60,EPL,2015-02-01,Southampton,2.1831952179004195,0.7520989783484475,1.763996049157532,0.8782918398144833,1.763996049157532,0.8782918398144833,6.235741654865394,5.237307360937984,9.33549151741598,16.310143000575195,Swansea,0.9549721341150935,1.7432709848808845,1.1330516054280688,2.144819397524512,1.0691545190284617,2.0809222271790238,3.1327209293715006,10.777400905420713,12.700523298813932,10.545935627415604,A
61,Ligue_1,2015-02-01,Monaco,1.0787447815645606,0.4233611535762223,1.5906075794230372,0.8952056246230012,1.444585556933228,0.7968274207651574,6.006536019208321,2.203041509630338,7.641478228588852,10.10359594179119,Lyon,1.9060833969782465,1.0639600463083623,1.6914307296727493,1.3056736199827128,1.387635856064892,1.2024388973236375,4.36005041272485,2.9174097571460447,7.98441320127138,9.646135202394637,D
62,Ligue_1,2015-02-06,St Etienne,1.1901704220632463,0.41866208446533903,1.1713884818248983,1.1088478659087473,1.1274707939569368,0.8925757439003406,6.805326988387034,2.731211396096168,10.189121470310319,12.149162818918013,Lens,0.7343222278013762,1.471665189406378,1.1010107432972844,1.5141450055628407,1.0048017780166512,1.3231213594285658,3.0049652699877236,5.9695681934130675,11.701401193501662,7.85161247780576,D
63,La_liga,2015-02-06,La Coruna,0.9540813393846437,1.6663241601071443,1.1327848033052301,1.0180338025042073,1.0108382459396752,1.0180338025042073,3.7900644850623135,5.021224500841909,8.833823724515344,6.756273893958063,Eibar,0.9581599938939319,0.9824474214419266,0.8714793171996562,1.4265615912255398,0.8093369157767417,1.3622048297116784,2.1103350124255527,8.496374773716967,11.024551879545887,7.2312897254182,H
64,EPL,2015-02-07,Tottenham,1.5685013258806755,1.1213690566176548,1.2423001399215696,1.4233544086775185,1.1470193362318108,1.4233544086775185,4.387540861494378,5.095209042241936,7.395256713635748,11.023234989892572,Arsenal,1.4896256709057767,1.224740200912529,1.5020730353312393,1.1752518057267327,1.2227094504791214,1.123796574744111,7.4801045768842345,5.954210949335758,10.121561687601801,10.56890918927583,H
65,Ligue_1,2015-02-07,Rennes,0.9345977119553853,1.6684600920306065,1.0825438558727043,1.0687168824366764,1.0825438558727043,1.0687168824366764,4.877135958839587,4.585224383963526,12.24667490941086,14.64063228613236,Marseille,1.1764049533570502,1.2829716154876802,1.4383582517630553,1.0954096805309783,1.3854264099775782,1.0090077219415194,5.2296294835307595,3.3773753760106766,5.8993751930781935,7.867830783045633,D
66,EPL,2015-02-07,Man City,1.746304754202963,1.0886827231183547,1.9697630860269348,1.0071758839530625,1.7051929484121187,0.7407720196491898,16.578671890554556,3.908050328268466,6.149605180285224,16.302969693537936,Hull,0.7292372593145553,1.6449127103362446,0.4695433448255164,1.503298470776238,0.4695433448255164,1.503298470776238,2.217388936164749,7.975468385840839,14.880263713737174,9.848765151098743,D
67,EPL,2015-02-07,QPR,1.5683044485975952,1.343325794849625,1.852041828968321,1.3942644392552164,1.7649413973736936,1.3942644392552164,6.080922351615708,8.579845558259526,8.982141926791062,7.587627262219613,Southampton,1.213319650891306,0.7130757166229721,1.1014487086705234,0.8986082243203444,1.014981873621425,0.8986082243203444,5.749273543261143,4.720428685266094,10.927402014749399,13.359796440278977,A
