D1,16/05/2020,Augsburg,Wolfsburg,Home,3.3,0.31143555,A,1.027737315,N,0.25,-0.25,-0.25
D1,17/05/2020,Union Berlin,Bayern Munich,Away,1.18,0.9103788,A,1.074246984,N,0.5,0.09,-0.16
D2,17/05/2020,Wehen,Stuttgart,Home,4.75,0.22275242,H,1.058073995,N,0.25,0.9375,0.7775
,,,,,,Last 3,,Treble,,0.27,-0.27,0.5075
