SC0,29/08/2020 00:00:00,Hamilton,Rangers,Away,1.16,0.91022086,A,1.0558561976,Y
B1,29/08/2020 00:00:00,Mouscron,Waregem,Home,2.87,0.3713144,A,1.065672328,N
B1,28/08/2020,Oostende,Anderlecht,Home,3.5,0.30134797,D,1.054717895,N
B1,29/08/2020,Mouscron,Waregem,Home,2.87,0.3717135,D,1.066817745,N
F1,30/08/2020,Metz,Monaco,Home,3.75,0.28242472,D,1.0590927,N
F1,30/08/2020,Brest,Marseille,Home,3,0.35388675,D,1.06166025,N
F2,29/08/2020,Chateauroux,Auxerre,Home,3.2,0.33067855,D,1.05817136,N
SC0,29/08/2020,Hamilton,Rangers,Away,1.16,0.9112755,D,1.05707958,N
