league,date,home_team,away_team,hm_odds,dr_odds,aw_odds,hmGfAtHm,hmGagAtHm,hmWatHm,hmDrAtHm,hmLosAtHm,awGfAtAw,awGagAtAw,awWatAw,awDrAtAw,awLosAtAw,ftr
B1,27/07/2019 00:00:00,Waasland-Beveren,Club Brugge,6.50,4.00,1.50,1.3719812849624018,1.9312247831578442,0.2955742640461516,0.2573273440718245,0.44709839188202366,1.8327372171599172,1.1444651590771124,0.36751805427302586,0.4830980570201972,0.14938388870677685,A
B1,27/07/2019 00:00:00,Waregem,Mechelen,2.15,3.60,3.10,1.9702311308139147,1.818584013418369,0.33029891301946546,0.4206782636172914,0.24902282336324305,0.968619420139181,1.8321249452970605,0.08339902968423553,0.3369958836081677,0.5796050867075969,A
B1,28/07/2019 00:00:00,Anderlecht,Oostende,1.36,4.50,9.00,1.6464705065682175,0.7509071607702449,0.4991102149199973,0.42122984749443193,0.07965993758557094,0.8606972947862993,1.8852897615279893,0,0.4152448647952982,0.5847551352047016,A
B1,28/07/2019 00:00:00,Charleroi,Gent,3.10,3.25,2.30,1.4489852427311087,1.1902703145464104,0.35214033352591356,0.39077744538250053,0.2570822210915859,1.468366008481861,1.4775414939276126,0.40041210055952536,0.18642764476587642,0.41316025467459827,D
B1,28/07/2019 00:00:00,Eupen,Antwerp,3.80,3.30,1.95,1.2244633832380116,1.8303596608352302,0.4065606646332131,0,0.593439335366787,1.0777269495179502,1.1051005558872462,0.4235856210192989,0.20829055979315825,0.36812381918754294,A
D2,28/07/2019 00:00:00,Greuther Furth,Erzgebirge Aue,2.20,3.30,3.30,0.9228695926835587,1.4384597713578724,0.3328148088584786,0.41553423772258075,0.2516509534189407,1.529389878445743,1.4245691998941827,0.3718740465766973,0.13012139394752315,0.4980045594757795,A
D2,28/07/2019 00:00:00,Hamburg,Darmstadt,1.70,3.50,5.25,1.3980585771923102,1.2723171201701406,0.45849175585000584,0.17702506753131925,0.36448317661867496,1.2826925994789604,1.894850087888411,0.36335846084530843,0.1381037174338333,0.49853782172085825,D
D2,28/07/2019 00:00:00,Regensburg,Bochum,2.30,3.40,3.00,1.2458389079435623,1.5802557090844684,0.3932259898675904,0.2452644085661311,0.36150960156627854,0.930064295499849,1.7518008456200107,0.05598813802559834,0.37456001415553253,0.569451847818869,H
D2,28/07/2019 00:00:00,Wehen,Karlsruhe,2.37,3.25,3.00,0.6563514922274579,1.0811141276223215,0.17433809922687105,0.28693697884012576,0.5387249219330034,0.5403665708930162,1.9677722975285041,0.1366209416632794,0.12040029020276459,0.742978768133956,A
D2,29/07/2019 00:00:00,Bielefeld,St Pauli,2.15,3.40,3.25,1.5331836677073631,1.0162086314040102,0.6809353911121746,0.05093111640052083,0.26813349248730445,0.8707442490484056,2.210176444479219,0.1447955134729329,0.04697164331806989,0.8082328432089972,D
F2,29/07/2019 00:00:00,Lorient,Paris FC,2.00,3.20,4.00,1.170333612783785,1.349396896408537,0.33381243266005617,0.38218313777230406,0.2840044295676396,0.8593712245147438,0.7576386586687133,0.5264551830204374,0.13690746292922884,0.3366373540503338,H
F2,02/08/2019 00:00:00,Auxerre,Le Mans,1.75,3.40,5.00,0.8930997995704474,0.7192999940401111,0.3194521744945199,0.3324242266193884,0.3481235988860917,1.3433043047280184,2.236509154155732,0.23131508776319887,0.15190629450895984,0.6167786177278414,H
D2,02/08/2019 00:00:00,Bochum,Bielefeld,2.80,3.40,2.40,1.8680622635215347,1.5927032676068207,0.49667367166388704,0.27834077435151955,0.2249855539845934,2.072872783309387,1.6258299412016541,0.37061372592904585,0.5292057441742956,0.10018052989665867,D
B1,02/08/2019 00:00:00,Club Brugge,St Truiden,1.25,5.50,12.00,1.8317060042712718,1.022011309707847,0.49326231699915535,0.17254966474536415,0.33418801825548033,1.1780536555026286,1.2028271149714915,0.26145899959133384,0.3836168717032736,0.35492412870539275,H
SC1,02/08/2019 00:00:00,Dunfermline,Dundee,2.87,3.40,2.37,0.6858635710780594,0.804554809009252,0.28220103142619807,0.12628117111740672,0.5915177974563954,1.0343878182366886,1.9793432956816686,0.2984303291262534,0.07421584868204648,0.6273538221917002,D
F2,02/08/2019 00:00:00,Grenoble,Ajaccio,2.05,3.10,4.00,0.9032374709317903,1.2102060459286883,0.33004303613622094,0.28829077556296934,0.38166618830080995,0.29286820249133194,1.1207410154945259,0.05570548025230256,0.43119193335943745,0.5131025863882601,A
F2,02/08/2019 00:00:00,Le Havre,Niort,1.72,3.40,5.25,1.7000545280002617,1.5603628139326273,0.3542781099445018,0.4137611545968953,0.23196073545860293,0.6821437081977325,1.6206880237757892,0.1374625086041815,0.2704013381340755,0.5921361532617431,D
E1,02/08/2019 00:00:00,Luton,Middlesbrough,2.37,3.30,3.30,2.5564955646731,1.0781766031502222,0.5615638445478207,0.43843615545217945,0,1.0729903081144916,1.4743456964735722,0.4826168942562649,0.09080994559777851,0.42657316014595664,D
F2,02/08/2019 00:00:00,Paris FC,Sochaux,2.20,2.70,4.20,1.062878246188499,0.3720526376934835,0.4641249501293617,0.47163960118066345,0.06423544868997465,0.49022686051200676,0.7129727338292496,0.2518388113455064,0.3332477220860866,0.414913466568407,D
D2,02/08/2019 00:00:00,Sandhausen,Osnabruck,2.00,3.40,3.75,1.737531282434812,1.4471530013188614,0.44127012172482116,0.31325289236401543,0.24547698591116354,0.9106161769837832,1.8732941502504044,0.22865403236545054,0.19505858026253517,0.5762873873720143,A
D2,02/08/2019 00:00:00,St Pauli,Greuther Furth,2.00,3.50,3.60,1.434549224187978,1.3279327160030023,0.41976628142239997,0.3954322805853131,0.18480143799228707,0.9827159440428975,1.9587999996430185,0.11114957888571782,0.31452963945241647,0.5743207816618657,A
F2,02/08/2019 00:00:00,Troyes,Clermont,2.50,3.00,3.00,1.1715418085620206,0.44997677200438085,0.7238792161622255,0.14837620790485295,0.12774457593292143,1.343910028995967,1.047083996217263,0.2400768507664793,0.3691884390355371,0.3907347101979835,A
F2,02/08/2019 00:00:00,Valenciennes,Nancy,2.70,3.00,2.80,1.7870854022768652,1.989085736265155,0.3898978350171051,0,0.6101021649828949,1.250361919146294,1.591954383840317,0.2807402260138002,0.1967114015413928,0.5225483724448069,D
N1,02/08/2019 00:00:00,Zwolle,Willem II,2.00,3.50,3.60,2.3126708407759344,1.7232508772591202,0.5382161687551821,0.15811818488580626,0.30366564635901183,2.0509243504578887,2.550582439672836,0.4214406621274421,0.1397542869821322,0.4388050508904257,A
E2,03/08/2019 00:00:00,AFC Wimbledon,Rotherham,2.60,3.40,2.87,1.191836323865374,1.643674368165844,0.3348257305879644,0.24879218344858925,0.4163820859634463,1.3219749975016304,2.299900383696788,0.09878466999942125,0.3656346604332971,0.5355806695672816,A
SC2,03/08/2019 00:00:00,Airdrie Utd,Forfar,2.30,3.40,3.00,1.0966758746297636,0.5225811728067428,0.4315030835757371,0.28311508250812584,0.28538183391613736,1.6277062267038267,1.319297443770898,0.43142740844689154,0.18266893338496903,0.38590365816813943,A
EC,03/08/2019 00:00:00,Aldershot,Fylde,3.40,3.50,2.05,0.5951142751556125,1.2914624846648128,0.13860610765743397,0.3118663534334102,0.5495275389091558,0.971625102097788,0.9929297683571592,0.3965429660703239,0.2983738385270923,0.30508319540258366,A
SC1,03/08/2019 00:00:00,Alloa,Partick,3.75,3.50,1.95,1.0009110495289173,1.1786184259992205,0.46899543772688895,0,0.5310045622731112,1.4080648602113612,0.6335122409539298,0.5579227135469963,0.2931655549706288,0.148911731482375,D
SC1,03/08/2019 00:00:00,Arbroath,Queen of Sth,2.25,3.50,3.00,1.1921474711896007,1.2777655069193274,0.3888333929320794,0.3739408927370174,0.23722571433090317,0.4478450339977598,1.7303518701095364,0.18554748352437353,0,0.8144525164756264,D
SC1,03/08/2019 00:00:00,Ayr,Morton,1.95,3.60,3.60,0.6896058787398597,1.2027110054778776,0.18228092214425826,0.24484757413496835,0.5728715037207732,0.9475733252073054,0.9124306494321058,0.34735024992529606,0.305146818732377,0.34750293134232696,H
EC,03/08/2019 00:00:00,Barnet,Yeovil,2.25,3.30,3.10,0.9140208649278706,0.7953074325113155,0.2926568051513425,0.4263456165188411,0.2809975783298164,0.4704898147092438,1.9779788849525188,0,0.2534430854951978,0.7465569145048023,H
E1,03/08/2019 00:00:00,Barnsley,Fulham,3.50,3.50,2.20,1.8805892510403674,0.8806718557409562,0.7076695606141178,0.2923304393858823,0,0.6024756349441621,2.0197043503094845,0.14116991369381954,0.061372645725795455,0.7974574405803851,H
E1,03/08/2019 00:00:00,Blackburn,Charlton,1.83,3.75,4.75,1.4226345472614779,0.6574680904528117,0.48477443080734556,0.1422425212601574,0.3729830479324969,1.2235534584699879,0.514523450567774,0.5284870889438035,0.26642342844505,0.20508948261114646,A
E2,03/08/2019 00:00:00,Blackpool,Bristol Rvs,2.00,3.50,4.20,1.0693815379495497,1.4141733092337696,0.20793234072207453,0.44300332815405874,0.3490643311238666,0.8650899740906284,0.9195722974562063,0.2655926745821211,0.6277156594353126,0.10669166598256631,H
E3,03/08/2019 00:00:00,Bradford,Cambridge,1.90,3.60,4.50,0.8230352976569794,1.4466076953969529,0.17036149234453934,0.35830451578632616,0.4713339918691344,1.0638726827934757,1.0508788852900581,0.26758288350747084,0.24588536680480944,0.48653174968771984,D
SC3,03/08/2019 00:00:00,Brechin,Annan Athletic,2.40,3.50,2.75,0.7844429076699437,1.4949949090382908,0.14235146370709853,0.4738382296450634,0.3838103066478381,1.84992434181872,0.9657438539373865,0.6564105676552422,0.06206834290504462,0.28152108943971327,A
E1,03/08/2019 00:00:00,Brentford,Birmingham,1.70,4.00,5.50,2.613117317718513,0.7451553761478495,0.7847638980927182,0.11551376461041994,0.09972233729686192,1.5043397490490964,1.6039040284085277,0.2961980830276611,0.3362594527011196,0.3675424642712193,A
E2,03/08/2019 00:00:00,Burton,Ipswich,2.80,3.50,2.60,1.8245364520061842,1.098457549442644,0.46972323587190273,0.24377889521591486,0.2864978689121825,0.5860211234423339,1.9374493524470782,0.11675187791850278,0.2809920856218568,0.6022560364596403,A
E3,03/08/2019 00:00:00,Carlisle,Crawley Town,2.10,3.60,3.75,2.148468709650935,1.602631817604926,0.6235919513639878,0.19020285953723678,0.18620518909877543,1.0399700456672982,1.6424550037064516,0.32698836593722036,0.16040855752829095,0.5126030765344887,H
SC0,03/08/2019 00:00:00,Celtic,St Johnstone,1.16,6.50,19.00,1.8257566607528002,0.3581664492689099,0.786778539046748,0.21322146095325223,0,0.4348497572694158,1.7842423102562242,0.06000886337379232,0.22259554492228414,0.7173955917039234,H
EC,03/08/2019 00:00:00,Chesterfield,Dover Athletic,1.90,3.40,4.00,2.0959344201760213,1.0850379337257674,0.5941735681470116,0.20782758048551017,0.19799885136747816,1.7253313745464647,1.1092970293631306,0.607482522019845,0.19610326559984648,0.1964142123803085,A
SC2,03/08/2019 00:00:00,Clyde,East Fife,2.25,3.50,3.00,2.495875357321449,0.5597585000167173,0.8826488044067755,0.11735119559322442,0,0.957688593943794,1.3891013529894065,0.27163559958432515,0.377501384958718,0.35086301545695686,D
E3,03/08/2019 00:00:00,Colchester,Port Vale,2.25,3.60,3.25,1.3649061679534107,1.246398191142532,0.4489971131959425,0.1525031584312066,0.39849972837285086,0.5599118744878625,0.7904728226503501,0.17827061580871037,0.5348267776180806,0.2869026065732091,D
E2,03/08/2019 00:00:00,Coventry,Southend,2.20,3.60,3.40,1.0990992017725876,0.8344128839806414,0.3166045232413672,0.40376425034728414,0.2796312264113486,1.09593118841148,1.7096899924341886,0.06849749296994637,0.5094190287382405,0.422083478291813,H
E3,03/08/2019 00:00:00,Crewe,Plymouth,3.00,3.40,2.50,2.4835364862343456,1.48898294766457,0.7084017018867188,0,0.2915982981132812,0.7678498150380104,2.148596133182527,0.14232613757566923,0.19729267408484905,0.6603811883394818,A
EC,03/08/2019 00:00:00,Dag and Red,Woking,1.90,3.50,3.75,1.2607777918815073,1.0599257502666941,0.328648784514658,0.4073128595195344,0.26403835596580755,0.9433123073532482,1.9406531956859263,0.13116248917229553,0.1897592562373156,0.6790782545903888,A
E2,03/08/2019 00:00:00,Doncaster,Gillingham,1.90,3.75,4.33,2.061633786823484,0.7624939005144314,0.6219429459007855,0.2509307684028087,0.12712628569640602,1.8007799328765364,1.4134487895487884,0.40015107830549385,0.3982828749508104,0.2015660467436958,D
SC2,03/08/2019 00:00:00,Dumbarton,Raith Rvs,3.25,3.60,2.10,1.9462957938643652,1.3389104336072912,0.48427378687522343,0.28094767720698716,0.23477853591778952,1.49029947978457,1.4380715510771616,0.17178702221923908,0.6511183764372245,0.1770946013435364,A
SC1,03/08/2019 00:00:00,Dundee United,Inverness C,1.90,3.40,4.00,1.5348668243493968,0.6960406922579421,0.8127612919586246,0.06686179648580722,0.12037691155556829,1.5322644795864295,1.121523908031507,0.5518546511583577,0.2063656605374469,0.24177968830419538,H
EC,03/08/2019 00:00:00,Eastleigh,Notts County,2.45,3.25,2.80,1.4334031754032455,1.0562960710027152,0.687766934873481,0,0.312233065126519,1.3443356209885573,1.9011187825204081,0.2891834989827539,0.1930813885892739,0.5177351124279721,H
EC,03/08/2019 00:00:00,Ebbsfleet,Halifax,2.00,3.30,3.80,1.4325232946358506,0.8967593518772567,0.46231692511151473,0.08953866560236697,0.4481444092861185,1.1093210543838,0.9646838162176898,0.3240490591430838,0.35572975304723153,0.3202211878096846,A
SC3,03/08/2019 00:00:00,Elgin,Cowdenbeath,2.00,3.60,3.50,1.378466586395878,1.7568181093018806,0.33750144721905595,0.1687053463522863,0.49379320642865787,0.9735042480128036,1.3502604670389684,0.19952986713601714,0.1801972829226697,0.6202728499413133,H
E3,03/08/2019 00:00:00,Exeter,Macclesfield,1.95,3.60,4.20,1.2393192261657835,1.0958255280512095,0.5138106504693287,0.06594198172012275,0.4202473678105486,1.0234588325489518,1.5604985971163097,0.30466478869946656,0.20067462642867764,0.4946605848718558,H
N1,03/08/2019 00:00:00,FC Emmen,Groningen,3.10,3.40,2.25,1.4656269175935344,1.6191167437144465,0.502369739954225,0.17322193623181537,0.32440832381395984,0.6445068087164978,1.0586815331595356,0.0781457461979516,0.429533783161059,0.4923204706409895,A
E3,03/08/2019 00:00:00,Forest Green,Oldham,2.05,3.60,3.80,1.4147676750115319,0.8647857767022673,0.4044276471100842,0.31494883939794593,0.2806235134919699,0.7794895326937309,1.2235265184196764,0.19199246072797865,0.21967096702591085,0.5883365722461105,H
D2,03/08/2019 00:00:00,Hannover,Regensburg,1.95,3.60,3.60,0.9520748491031805,1.1574522666422413,0.3704023408965413,0,0.6295976591034587,2.1171708708467123,1.9431172436043693,0.321185459148915,0.45119955686018937,0.22761498399089578,D
EC,03/08/2019 00:00:00,Harrogate,Solihull,2.37,3.20,2.75,1.151261666520792,0.9257741953591088,0.4055914633513403,0.2091438820761394,0.3852646545725203,1.3329641070311566,0.9039618807522967,0.5459397054020299,0.24820245260451484,0.2058578419934552,D
EC,03/08/2019 00:00:00,Hartlepool,Sutton,2.10,3.30,3.40,1.6431163612226833,1.2913337171802242,0.6339692069752068,0.08384423009204514,0.282186562932748,0.5248847346194853,1.714990461594767,0.2018875701361977,0,0.7981124298638023,A
SC0,03/08/2019 00:00:00,Hibernian,St Mirren,1.44,4.00,8.00,0.8816484590282873,0.806541008680437,0.1824043773359596,0.5278943183399715,0.28970130432406893,1.389229330052137,1.7145590119363667,0.27795563100767634,0.41742478827715296,0.3046195807151708,H
D2,03/08/2019 00:00:00,Karlsruhe,Dresden,2.10,3.50,3.30,1.264973910078337,2.0110923480887313,0.1681001297210667,0.17162275402449764,0.6602771162544359,0.6383775249537385,1.6324980578670838,0.17137420008677573,0.11666835061461328,0.7119574492986109,H
B1,03/08/2019 00:00:00,Kortrijk,Charleroi,2.30,3.40,3.00,1.5796294930757533,1.1361002001492984,0.5639496238333296,0.13907632129790332,0.29697405486876727,1.3804605264569145,1.7673156663599932,0.45921427026779404,0.079722448166592,0.4610632815656138,D
F2,03/08/2019 00:00:00,Lens,Guingamp,2.15,3.00,3.80,1.7082375145779207,0.5592792518313174,0.58459328512765,0.2926163855363232,0.12279032933602683,0.8146326966728749,2.1919263273478315,0.0520807273261983,0.3330744822468787,0.6148447904269231,H
E3,03/08/2019 00:00:00,Leyton Orient,Cheltenham,2.10,3.60,3.75,1.4639856666314055,0.7556735797652684,0.5950401429735578,0.2573095255058432,0.14765033152059906,0.6456865385076084,2.044832088775384,0.11235217861427643,0.12392027183741083,0.7637275495483128,H
E2,03/08/2019 00:00:00,Lincoln,Accrington,1.95,3.75,4.00,0.9098991542864352,0.9753652643573744,0.2566870580724245,0.6038500430702022,0.13946289885737345,1.2011614225767995,1.6121351048193813,0.23126379790885931,0.41725762778222103,0.35147857430891966,H
SC0,03/08/2019 00:00:00,Livingston,Motherwell,2.62,3.10,2.75,1.3116971534160868,1.4193953270181006,0.36780700583831105,0,0.6321929941616887,0.7216407584518519,1.7364865794154014,0.22213083684097262,0.23559859070166442,0.542270572457363,D
B1,03/08/2019 00:00:00,Mechelen,Genk,4.33,3.40,1.85,1.114419680797364,1.3587823403412085,0.4283296090995861,0.1413921837617286,0.43027820713868525,1.8465644613084071,1.5120907796233523,0.4457881145894378,0.42447937404067765,0.12973251136988465,H
E1,03/08/2019 00:00:00,Millwall,Preston,2.62,3.30,2.90,0.6537166019327101,1.0308663913600626,0.11258966372172503,0.5196525602443965,0.3677577760338784,1.351163803547922,1.7226710231517592,0.4964263981907144,0,0.5035736018092856,H
E3,03/08/2019 00:00:00,Morecambe,Grimsby,2.50,3.75,2.80,1.9349678598061015,1.1354465616771041,0.4374261494858788,0.32765957213103925,0.23491427838308182,0.7798555477615826,1.7798446930683247,0.0793311199848754,0.2108005153095896,0.7098683647055349,A
E3,03/08/2019 00:00:00,Newport County,Mansfield,2.40,3.60,3.00,1.0901390163807219,0.19642278136764502,0.6328700138743222,0.29121032704937794,0.07591965907629974,1.197876258743756,1.3261774903596957,0.17868900184600267,0.2927083658247096,0.5286026323292877,D
E3,03/08/2019 00:00:00,Northampton,Walsall,2.40,3.60,3.00,1.4655692821047142,1.229443707461769,0.39250349511276467,0.4184158406878074,0.18908066419942787,0.6096756339808423,1.4592987753396032,0.06824324895723277,0.23388775979509924,0.6978689912476681,A
E1,03/08/2019 00:00:00,Nottm Forest,West Brom,2.50,3.40,3.00,1.7118389564627192,0.8633860868538219,0.71311615467477,0,0.2868838453252301,1.1006156250841812,1.52720196469528,0.40943075851026206,0.12846219300624953,0.4621070484834886,A
B1,03/08/2019 00:00:00,Oostende,Cercle Brugge,2.15,3.50,3.20,0.7343776482985568,1.540198666487858,0.13815420645162152,0.35501460227096016,0.5068311912774185,1.0544052750202253,2.586339817617194,0.07138543306015722,0.10564599443051033,0.8229685725093326,H
E2,03/08/2019 00:00:00,Peterboro,Fleetwood Town,2.10,3.50,3.75,1.7090166524464652,0.9848420266317935,0.5283154423633263,0.20500393045829834,0.2666806271783753,1.023619530971759,1.344434663336532,0.3452605634273601,0.0678376352047883,0.5869018013678516,A
SC2,03/08/2019 00:00:00,Peterhead,Falkirk,3.30,3.50,2.10,1.2980339470729938,0.7166097481238766,0.5746378289172,0.35945126915094777,0.06591090193185233,0.8204074686487531,0.9932458101425911,0.2822251893325461,0.40769819711542565,0.3100766135520283,D
E1,03/08/2019 00:00:00,Reading,Sheffield Weds,2.62,3.30,2.90,1.1237870690253795,0.8795472840748154,0.47126165145270577,0.4316514885805104,0.09708685996678386,1.2011729173152106,1.2474651306671003,0.17412502936287627,0.6373291344214789,0.18854583621564494,A
SC0,03/08/2019 00:00:00,Ross County,Hamilton,1.90,3.10,4.50,1.8720947244708743,0.4686315584849739,0.7518231994523942,0.2481768005476058,0,0.3309672708739254,1.9838051758733823,0.23870503539860827,0,0.7612949646013918,H
E3,03/08/2019 00:00:00,Salford,Stevenage,1.90,3.60,4.50,1.2948010685715383,0.7649285666060043,0.5045476702450765,0.1816736598972707,0.31377866985765274,1.7754501021252589,1.2192807354048427,0.4620709438950544,0.3928656164400096,0.145063439664936,H
E3,03/08/2019 00:00:00,Scunthorpe,Swindon,2.10,3.75,3.60,1.226467421461139,1.4258066413536392,0.24187843584096688,0.2868261649189574,0.4712953992400757,1.4148916120960835,1.4111107584461309,0.3139922158949845,0.3628791632101316,0.32312862089488387,A
E2,03/08/2019 00:00:00,Shrewsbury,Portsmouth,3.75,3.80,2.00,0.8408588267533127,1.3249888192942878,0.1898258384544864,0.43341851039093743,0.37675565115457627,1.9179773170676,1.5951352236434215,0.45643483955406544,0.30224376129952973,0.2413213991464048,H
B1,03/08/2019 00:00:00,Standard,Waregem,1.53,4.33,5.50,2.438283176421744,1.3021028631027265,0.7410548241426017,0.1975897441458494,0.061355431711549197,1.6015298778915825,1.5360326555385648,0.3301499092223325,0.36670100718121773,0.3031490835964497,H
SC3,03/08/2019 00:00:00,Stenhousemuir,Albion Rvs,1.70,3.60,5.00,0.7511107018723991,1.4595974487750203,0.1670716550238291,0.4467041023510493,0.38622424262512167,1.1106102004081853,1.1459397002660656,0.36181935155594286,0.19790262342328369,0.44027802502077357,A
SC3,03/08/2019 00:00:00,Stirling,Queens Park,2.15,3.50,3.20,0.6311211328000366,0.6644270297690276,0.37599963203860587,0.21469483895379735,0.4093055290075968,1.4427925267272492,1.2827303593305628,0.33548395250100926,0.26134366047647944,0.4031723870225112,A
EC,03/08/2019 00:00:00,Stockport,Maidenhead,1.90,3.40,4.00,1.0958006874265362,1.4091162555633456,0.35420969416930026,0,0.6457903058306996,0.6532674703814849,1.5055743674336968,0.3436774338332051,0,0.6563225661667951,A
E1,03/08/2019 00:00:00,Stoke,QPR,1.80,3.60,5.25,1.1923627120473599,1.1635805463220226,0.1586767279121324,0.6916726809675581,0.14965059112030957,0.6368570189691736,1.8781113573176667,0.14159201356005047,0.2186386154228913,0.6397693710170582,A
SC2,03/08/2019 00:00:00,Stranraer,Montrose,2.37,3.40,2.87,1.31259111102519,1.8347517493030319,0.2460478402863194,0.2867036006563511,0.46724855905732965,0.988363769044137,1.083905764416863,0.31962578850266277,0.07674399969351085,0.6036302118038264,D
E2,03/08/2019 00:00:00,Sunderland,Oxford,1.57,4.00,7.00,2.004216269356683,1.3559585209843188,0.4705074046752098,0.4092459774048146,0.1202466179199758,1.3747448790085346,1.367048178177652,0.4398570708217205,0.23778531564983993,0.32235761352843956,D
E1,03/08/2019 00:00:00,Swansea,Hull,2.05,3.50,4.00,2.3689381494314365,1.1741758680962395,0.67326183714019,0.32673816285981,0,1.172584236981454,2.3110545732100842,0.11149232668988024,0.20393655723581483,0.6845711160743049,H
EC,03/08/2019 00:00:00,Torquay,Boreham Wood,1.83,3.50,4.20,1.4610840070572788,2.117959280664294,0.31144701895652394,0.13566613359064142,0.5528868474528346,1.5829812956500757,1.4683029460648416,0.3508640011737232,0.3143462566996147,0.33478974212666207,H
E2,03/08/2019 00:00:00,Tranmere,Rochdale,2.20,3.50,3.50,1.5877604648686348,0.7733042999030728,0.590752958636846,0.1375875481376867,0.27165949322546734,0.8441224333338221,2.1028132898655865,0.31996958717045476,0.10947000810060337,0.5705604047289419,A
N1,03/08/2019 00:00:00,Twente,PSV Eindhoven,10.00,4.33,1.36,1.1398940815120842,1.6727552901363614,0.13686353141751628,0.5165385891808058,0.3465978794016779,1.8421165309811098,1.3134594894949267,0.3833189848918962,0.3519135237706892,0.2647674913374147,D
N1,03/08/2019 00:00:00,Vitesse,Ajax,6.50,4.50,1.44,3.241090494629009,1.5877790982016537,0.5876607021281601,0.41233929787184,0,2.8480541087229336,1.3599358513369812,0.7371822414443917,0,0.2628177585556082,D
N1,03/08/2019 00:00:00,VVV Venlo,Waalwijk,1.85,3.80,3.80,1.3995952488542196,2.1007063342906123,0.3578117613348631,0,0.6421882386651369,1.0235082869482615,1.8995201637157664,0.1845691903139613,0.29236296320147065,0.5230678464845679,H
