ThisDiv,Date,HomeTeam,Hwpg,Hdpg,Hlpg,Hgspg,Hgcpg,Hstfpg,Hstapg,Hsfpg,Hsapg,AwayTeam,Awpg,Adpg,Alpg,Agspg,Agcpg,Astfpg,Astapg,Asfpg,Asapg,RowValid,FTR,Over
E3,14/02/2004 00:00:00,York,0.4477708,0.29533187,0.25689733,0.97075623,0.84470624,5.8680553,5.0769687,11.12425,10.553023,Mansfield,0.37472528,0.23489138,0.39038336,1.1463262,1.3212485,4.9098673,5.7206793,9.52389,11.041657,True,A,Y
SC0,15/02/2004 00:00:00,Hibernian,0.26395026,0.30580035,0.43024933,1.2748597,1.4978162,5.1164174,4.841217,10.604049,9.211308,Hearts,0.3991692,0.0725461,0.5282847,1.3119447,1.5349143,5.847492,5.4857707,9.777718,9.853464,True,D,N
E3,17/02/2004 00:00:00,Bristol Rvs,0.3862397,0.065835774,0.5479246,0.8339914,1.3579031,4.6283455,5.938356,8.568848,10.026711,Huddersfield,0.5627501,0.08333237,0.3539176,1.3954566,1.6804402,4.8399744,7.0469303,10.095865,12.641796,True,D,N
E1,21/02/2004 00:00:00,Cardiff,0.26331928,0.44163388,0.2950468,1.339995,1.2574716,7.3001995,5.189245,13.972161,9.063897,Sunderland,0.24644092,0.37160677,0.3819524,1.2772105,1.3983177,6.273549,5.6773005,11.761302,9.696928,True,H,Y
E0,21/02/2004 00:00:00,Charlton,0.35817498,0.2170404,0.42478463,1.656156,1.621239,6.915301,7.3259997,12.601481,12.188248,Blackburn,0.3899313,0.23490143,0.37516743,1.2032357,1.0556114,4.1513,6.9102893,9.044444,11.9148035,True,H,Y
E0,21/02/2004 00:00:00,Chelsea,0.60746276,0.17518315,0.2173541,1.4922427,0.516593,5.7603993,2.1087668,12.547131,5.244203,Arsenal,0.5774852,0.42251486,0,1.7813779,0.63799936,6.4838142,4.9376674,10.815086,9.7635975,True,A,Y
E2,21/02/2004 00:00:00,Notts County,0.20285101,0.39832327,0.39882585,1.3961256,1.4022639,5.7993436,5.7312183,10.39443,9.206315,Stockport,0.12825567,0.5858355,0.28590882,1.3481444,1.5622659,4.6211295,6.8687897,7.82636,12.08224,True,H,Y
E2,21/02/2004 00:00:00,Oldham,0.5450932,0.18051767,0.27438915,1.7796967,0.725909,7.0581045,4.1517625,13.249374,8.476712,Tranmere,0.09524166,0.51376575,0.39099267,1.080515,1.9225513,5.1366806,7.0348043,7.840428,14.195623,True,D,N
E3,21/02/2004 00:00:00,Oxford,0.8145735,0.18542653,0,1.8669823,0.785245,6.4512386,4.1678057,11.349528,8.05068,Bury,0.20283256,0.11914394,0.6780235,0.7750048,1.4278821,3.7924254,6.0673075,7.139824,12.116478,True,D,N
E2,24/02/2004 00:00:00,Bournemouth,0.6628652,0.15401894,0.18311596,1.3571565,0.85020494,7.4456034,5.182519,11.896722,8.030693,Wrexham,0.4709754,0,0.5290247,1.1539274,1.2297031,5.7267704,6.982253,9.960063,11.157444,True,H,Y
E3,24/02/2004 00:00:00,Bury,0.4801634,0.19609964,0.323737,0.98552126,1.0118415,4.6737814,6.7363544,8.776504,10.197761,Southend,0.32722077,0.22651832,0.44626087,0.9702865,1.495407,4.2834864,4.928873,10.099105,11.94167,True,D,N
E2,24/02/2004 00:00:00,Colchester,0.4472669,0.4673131,0.085419975,1.3174756,0.80981404,6.438733,4.387917,13.1458025,8.706039,Port Vale,0.1575707,0.16253029,0.679899,1.1223273,1.6446556,4.793515,6.854261,7.6492243,12.409997,True,A,Y
E3,28/02/2004 00:00:00,Bury,0.43470028,0.32318407,0.2421158,0.9868922,0.90878254,4.9450035,6.076773,8.746697,10.1717825,Darlington,0.271691,0.2138582,0.51445085,1.0797924,1.0332788,4.295166,6.870153,7.8146057,13.607951,True,D,N
E3,28/02/2004 00:00:00,Cheltenham,0.55599844,0.17447396,0.26952764,1.2636461,1.1919819,5.6667166,4.76736,13.925495,8.88383,Mansfield,0.42736477,0.21511681,0.3575185,1.2181937,1.2942038,6.0125465,5.508272,10.76022,10.785256,True,H,Y
E1,28/02/2004 00:00:00,Coventry,0.15557723,0.54222304,0.30219987,0.6574521,1.0067356,8.399589,4.3366346,15.545619,9.545878,Derby,0,0.33296677,0.6670334,0.55441236,1.7560725,5.2764063,5.4396796,9.804063,10.328513,True,H,N
E2,28/02/2004 00:00:00,Sheffield Weds,0.31112465,0.4632316,0.2256437,0.97351944,0.8304677,6.0132103,5.276405,11.242413,8.976762,Bristol City,0.7150772,0.14590111,0.13902171,1.4731711,0.8741348,5.4733586,3.9246812,10.097517,9.435257,True,H,N
E3,28/02/2004 00:00:00,Southend,0.34098932,0.11988319,0.5391275,0.9522545,0.8239927,7.4409733,6.029963,14.216552,11.193166,Macclesfield,0.15335861,0.19143522,0.65520614,1.1575302,2.1370685,5.4580026,6.218921,9.755661,13.1479,True,H,N
E2,28/02/2004 00:00:00,Stockport,0.18563277,0.3300174,0.48434994,1.3152966,1.8255072,5.2050467,6.025595,10.532992,10.162865,Brighton,0.12627566,0.19259048,0.6811339,0.9024313,1.7157053,3.9965556,5.889417,8.0612,10.273684,True,D,N
E1,02/03/2004 00:00:00,Cardiff,0.3827583,0.349068,0.26817384,1.7916367,1.1429404,8.185733,5.2379537,14.600732,9.058079,Coventry,0.5351799,0.28612584,0.17869422,1.811846,0.73948973,5.634706,4.393466,11.151828,9.761105,True,A,N
E2,02/03/2004 00:00:00,Colchester,0.35596642,0.42402294,0.22001073,1.288066,1.3048108,6.00625,5.2070045,13.182164,9.737895,Stockport,0.116656,0.48255777,0.40078625,1.2663639,1.8833263,4.685397,7.021392,7.731331,12.456861,True,H,Y
E2,02/03/2004 00:00:00,Hartlepool,0.3346477,0.43502834,0.23032403,1.0652889,0.8189784,7.5223308,5.8420005,14.375799,10.487126,Chesterfield,0.22718054,0.14581925,0.6270003,0.4133808,1.7721505,3.7426243,7.645894,8.082754,13.105325,True,H,N
E1,03/03/2004 00:00:00,Walsall,0.26977894,0.40309876,0.32712233,1.0974474,1.4791143,5.441172,5.3323317,10.881459,11.057576,Sunderland,0.2226567,0.28596398,0.4913794,1.1041671,1.7987442,5.805235,6.632914,11.196135,10.747158,True,A,Y
E3,05/03/2004 00:00:00,Swansea,0.32206342,0.39753398,0.2804026,1.0822127,1.10159,6.662067,4.6523213,12.923822,8.112722,Doncaster,0.54423344,0.18309684,0.27266967,1.7723573,1.3806853,7.3401794,5.992616,11.573342,11.188271,True,D,N
E2,06/03/2004 00:00:00,Barnsley,0.22816429,0.5480194,0.22381634,1.1859381,0.9029302,6.8645554,4.076148,10.899243,7.5838146,Luton,0.22960599,0.5138529,0.25654107,1.4090768,1.6099144,5.4848194,6.7925076,9.540209,11.908349,True,D,N
E2,06/03/2004 00:00:00,QPR,0.81555885,0.1844411,0,2.2113857,0.87603277,6.564199,2.845335,11.902993,6.71841,Oldham,0,0.42762175,0.5723783,0.81802547,1.7876587,4.5349174,7.134338,10.779602,12.436661,True,D,N
E1,06/03/2004 00:00:00,Rotherham,0.4239561,0.4115235,0.16452053,1.98316,1.2070762,5.5121174,4.2032356,10.576459,7.6906734,Bradford,0.10144139,0.06391034,0.83464825,0.43613878,1.4816097,3.417922,7.6268272,6.815976,15.81607,True,A,Y
E2,06/03/2004 00:00:00,Rushden & D,0.5044847,0.31158024,0.18393497,1.9337554,1.0438943,8.071277,8.647016,12.146521,15.2277565,Peterboro,0.27808964,0.34996784,0.37194258,0.96639264,1.2474153,4.645166,5.1419377,9.455812,9.216761,True,A,N
E3,09/03/2004 00:00:00,Swansea,0.2917366,0.4542648,0.25399873,1.0253837,1.0429366,6.7469873,5.2620783,12.501242,8.339525,Rochdale,0.13522783,0.10828077,0.7564915,0.5117122,1.558165,3.7379014,6.8029237,6.6910815,10.705733,True,D,N
E1,09/03/2004 00:00:00,West Ham,0.41001946,0.25847614,0.33150443,1.4562657,1.1560395,5.0153008,2.3469965,11.127846,4.743399,Wimbledon,0.23650813,0,0.7634919,0.88610256,2.268417,5.7668805,7.9456573,10.294936,11.844302,True,H,Y
E3,09/03/2004 00:00:00,York,0.3205737,0.19641876,0.4830076,0.9279178,1.418104,5.300096,6.505876,10.546452,11.814066,Scunthorpe,0.05844107,0.334864,0.60669494,1.0617722,1.5450283,4.8058815,5.3218966,9.163412,8.948148,True,A,Y
E0,13/03/2004 00:00:00,Everton,0.45679623,0.24277233,0.30043152,1.4921348,0.96354765,6.8470154,5.6472282,14.260762,11.203199,Portsmouth,0,0.14100516,0.8589949,0.58567,2.273454,4.6484485,7.6361995,10.063058,12.014624,True,H,N
E0,13/03/2004 00:00:00,Fulham,0.46426663,0.19997714,0.33575618,1.3775918,1.0841849,5.574552,5.2989063,10.619817,9.976347,Leeds,0.08037944,0.23913439,0.68048626,0.6635571,2.1327002,4.2812414,7.1338015,8.380085,16.949816,True,H,N
E2,13/03/2004 00:00:00,Grimsby,0.47615254,0.23680522,0.28704223,2.1253655,1.413485,6.5016804,5.8877597,10.722122,10.189767,Bournemouth,0.057106853,0.42676938,0.51612395,0.6085829,1.5491672,3.9808743,5.6603584,9.093122,11.676565,True,D,N
E3,13/03/2004 00:00:00,Rochdale,0.37717777,0.3116006,0.31122175,1.1478635,0.76862556,7.296282,6.070232,10.305424,9.225183,Bury,0.1852199,0.24780121,0.566979,0.79454195,1.2863888,4.0537925,5.7137833,7.3710237,11.358833,True,D,N
E2,13/03/2004 00:00:00,Sheffield Weds,0.37328064,0.42143512,0.20528427,0.9273377,0.70696497,5.3111067,5.2514653,10.200373,8.985773,Barnsley,0.28417635,0.21250647,0.50331724,1.0206394,1.794754,4.6026225,5.7135115,8.630835,9.390001,True,H,Y
E3,13/03/2004 00:00:00,Southend,0.44780993,0.10934415,0.44284594,0.95645183,0.65378183,7.382483,5.8905315,13.953082,11.410754,Swansea,0.25810283,0.2994007,0.44249657,0.6005778,1.1086069,5.948252,7.289435,9.321951,12.460523,True,D,N
E3,16/03/2004 00:00:00,Carlisle,0.6310616,0.19340536,0.17553303,1.3721746,0.7702995,6.8392005,5.615059,12.354562,10.303658,Northampton,0.3788543,0.123887174,0.49725854,0.91214216,1.1187007,5.5029354,6.8361635,10.506295,12.775084,True,D,N
E2,16/03/2004 00:00:00,Chesterfield,0.6859877,0.25838318,0.055629145,2.2425323,1.1181645,6.905088,4.8802834,11.092428,8.012073,Brighton,0.062162038,0.4198149,0.51802313,0.881692,1.5954398,3.0983803,5.4010844,7.7252355,10.777597,True,A,N
E2,16/03/2004 00:00:00,Colchester,0.4221849,0.26560116,0.31221393,1.3654897,1.3830197,5.3884034,4.367299,12.01922,9.171562,Wycombe,0,0.6416352,0.35836485,0.5565102,1.3020239,3.4069405,8.745389,5.845714,13.949195,True,D,N
E3,16/03/2004 00:00:00,Yeovil,0.7190699,0.102926455,0.17800367,2.3325548,0.88040495,7.091037,3.7371304,12.95604,6.500174,Doncaster,0.4924483,0.26082724,0.24672444,1.6037683,1.249365,7.1652207,5.755574,10.995698,10.932558,True,A,N
E1,17/03/2004 00:00:00,Coventry,0.35078433,0.44956988,0.19964579,1.272583,0.68196255,9.463693,4.2317996,16.469954,8.625098,Preston,0.1631716,0.47866914,0.35815933,1.1263784,1.6287274,5.0983567,5.4228797,8.398603,10.852481,True,H,Y
SC0,17/03/2004 00:00:00,Dundee,0.3389757,0.21201342,0.44901094,0.8760586,1.0307533,5.181239,7.415332,9.728267,11.731228,Celtic,1,0,0,2.9042475,0.5346134,6.3929234,4.127578,10.007762,7.3016114,True,A,Y
E1,20/03/2004 00:00:00,Derby,0.57500136,0.2926602,0.13233854,1.4590318,1.084214,9.394228,4.2117577,18.081215,8.194571,Nottm Forest,0.13236417,0.36722317,0.5004127,0.6519822,1.1351196,4.5928335,4.9715962,9.13811,9.609414,True,H,Y
E3,20/03/2004 00:00:00,Doncaster,0.7618153,0.13972327,0.09846133,2.0970242,0.46470383,6.8523035,3.9366612,12.139978,7.4072843,Darlington,0.3609467,0.30629915,0.3327543,1.1169771,0.8018554,4.444904,6.0489244,8.331697,11.875798,True,D,N
SC0,20/03/2004 00:00:00,Dundee United,0.5414424,0.3322365,0.12632121,1.256603,0.88223666,5.4131923,4.866739,10.25895,9.40115,Kilmarnock,0.27542806,0.05273582,0.671836,1.207445,2.2144604,4.3582015,6.881431,6.994755,11.983997,True,H,Y
E3,20/03/2004 00:00:00,Rochdale,0.29085422,0.42929184,0.2798539,0.9355549,0.6911563,6.8674355,5.712476,10.17385,9.3515835,Carlisle,0.086653456,0.2547193,0.65862733,1.0375166,1.9629261,7.425871,8.247708,10.314444,13.484981,True,H,N
E1,20/03/2004 00:00:00,Sheffield United,0.4179335,0.27372095,0.30834556,1.5223541,1.4385964,6.319521,5.763021,12.211067,9.810073,Bradford,0.22999847,0.05843057,0.711571,0.67325324,1.4403157,3.6050858,7.0067773,7.054752,14.750747,True,H,N
E2,20/03/2004 00:00:00,Stockport,0.2889143,0.3070267,0.40405908,1.3923872,1.549912,5.3079014,6.138666,10.439308,10.420857,Sheffield Weds,0.20428096,0.20645347,0.58926564,0.8892098,1.9446378,5.366068,7.379394,8.886213,12.456057,True,H,N
E2,24/03/2004 00:00:00,Bournemouth,0.788728,0.07242084,0.13885114,1.7898408,0.51572484,7.4654274,4.551592,12.369975,7.748654,Blackpool,0.20512782,0.34480932,0.45006287,1.1226835,1.459727,4.411722,8.011774,7.852336,14.521397,True,A,Y
SC0,24/03/2004 00:00:00,Hibernian,0.14862265,0.29892153,0.55245596,0.93762046,1.8160603,4.593805,4.994709,9.232329,8.299781,Motherwell,0.18229923,0.2560871,0.5616137,0.6559317,1.160316,3.7267222,5.742294,7.051734,12.561946,True,D,Y
SC0,24/03/2004 00:00:00,Livingston,0.33940053,0.36251488,0.2980846,1.2586745,1.0873308,5.2107844,6.456932,10.215725,11.613932,Dundee United,0.18821587,0.21558423,0.59619987,1.136747,1.6961315,3.5054197,7.197861,6.3461447,12.75754,True,A,Y
SC0,27/03/2004 00:00:00,Dundee United,0.6351605,0.25205576,0.11278367,1.684333,0.894857,5.583246,5.398841,10.034879,9.13528,Motherwell,0.16181198,0.38167638,0.4565118,1.0453233,1.3670644,3.5746553,4.985834,6.6667857,11.559003,True,H,N
E0,27/03/2004 00:00:00,Everton,0.5114141,0.21836212,0.27022383,1.3067015,0.86666507,6.625899,5.4263735,13.816777,10.534165,Middlesbrough,0.38529196,0.13384114,0.48086688,1.3797183,1.5192919,5.742292,8.434791,9.835763,14.717203,True,D,N
E2,27/03/2004 00:00:00,Hartlepool,0.32757035,0.3705306,0.30189914,1.3041445,1.3568999,8.161711,5.440539,16.11876,10.220327,Brentford,0.055281453,0.36093155,0.58378696,0.7159543,1.6382356,3.7617588,8.333041,7.3170323,13.69726,True,A,Y
E2,27/03/2004 00:00:00,Rushden & D,0.51029044,0.26254082,0.22716878,1.7058905,0.9430611,7.268827,8.212838,11.579158,14.237663,Bournemouth,0.14026822,0.44026715,0.41946465,0.82215536,1.3524631,3.7740662,5.1709065,9.314008,10.779363,True,A,Y
E3,27/03/2004 00:00:00,Scunthorpe,0.33082187,0.33650133,0.33267668,1.5076145,1.0832136,6.7939377,5.6108656,12.780679,10.122953,Leyton Orient,0.15086134,0.12079897,0.72833973,0.7966183,1.9483522,3.8725429,6.210909,9.394117,11.872768,True,D,N
E2,27/03/2004 00:00:00,Sheffield Weds,0.43880484,0.30571797,0.25547722,0.98140955,0.83876264,5.859366,5.380272,10.602367,9.125998,Brighton,0.18469685,0.38538086,0.42992222,1.064641,1.2821321,3.2179444,5.441006,8.094261,10.795838,True,H,Y
E2,30/03/2004 00:00:00,Port Vale,0.66336036,0.24924915,0.08739049,1.885722,1.0513153,5.970852,3.3286657,9.659447,6.207652,Swindon,0.3415062,0.18805352,0.47044027,1.5556135,1.6413921,7.3045077,7.123286,10.908011,11.7188835,True,D,Y
E3,30/03/2004 00:00:00,Rochdale,0.40461084,0.34232262,0.2530666,1.0833204,0.57912165,6.5969305,5.9235096,9.877979,9.834476,Doncaster,0.444154,0.3523765,0.20346963,1.2292272,0.9879796,7.8881454,4.8401456,12.471265,8.896406,True,D,N
E3,31/03/2004 00:00:00,Boston,0.5620564,0.24122944,0.19671406,1.5290532,0.7054017,5.340933,5.2039475,10.716672,9.3580065,Hull,0.28505898,0.30584627,0.40909475,0.8620833,0.993863,4.99929,5.8397636,8.763491,11.351071,True,A,Y
E1,03/04/2004 00:00:00,Gillingham,0.5949899,0,0.40501022,1.1888847,0.9630442,6.8291655,5.0537157,12.217024,9.235997,Cardiff,0.43076152,0.16657001,0.4026686,1.2261703,1.2972085,6.2187667,6.46709,11.349836,12.754729,True,A,Y
E2,03/04/2004 00:00:00,Grimsby,0.3134751,0.31913415,0.36739084,1.7330331,1.5604141,5.3078213,5.413226,9.53761,10.481075,Sheffield Weds,0.18682863,0.14130695,0.67186445,0.7657333,1.8639348,5.068911,6.9481564,8.905519,12.018268,True,H,N
SC0,03/04/2004 00:00:00,Hibernian,0.13316639,0.41341606,0.45341757,1.2352704,1.9807708,4.199303,4.43376,8.87542,7.3120146,Livingston,0.27164736,0.14740469,0.58094794,1.2538882,2.0875843,4.709081,5.6604695,8.712979,11.121347,True,H,Y
E0,03/04/2004 00:00:00,Tottenham,0.5927838,0.18216667,0.22504948,2.2613523,1.562495,7.441099,6.841608,11.785192,12.514242,Chelsea,0.7929654,0.072391935,0.13464263,1.8379282,0.7239946,6.5860047,5.3840404,12.264501,11.939158,True,A,N
E1,03/04/2004 00:00:00,Wigan,0.48823842,0.24336566,0.268396,1.391097,0.9213185,7.5763917,4.08484,14.523376,7.1410804,Wimbledon,0.19434042,0,0.8056596,0.72811687,2.338612,4.7469077,7.512806,8.587504,11.933024,True,A,N
E0,03/04/2004 00:00:00,Wolves,0.41349223,0.32461563,0.26189196,1.407835,1.7268848,5.1434045,5.793231,10.493101,10.547316,Southampton,0.07734708,0.24576622,0.6768868,0.5993746,1.4005283,6.047703,7.810652,10.639391,14.783496,True,A,Y
E3,09/04/2004 00:00:00,Bury,0.3420584,0.40096787,0.25697374,1.2296734,1.0279491,5.9000154,5.343731,9.078423,9.132103,Torquay,0.31627685,0.4225269,0.26119632,1.097494,1.0287224,6.0557923,6.1507435,10.928615,11.552748,True,H,Y
E3,09/04/2004 00:00:00,Cambridge,0.28859878,0.17917557,0.5322256,0.93994856,1.1946465,7.4796195,5.9951572,12.280662,10.096691,York,0.072429046,0.32582152,0.60174954,0.6198798,1.8866174,3.2214754,6.6418424,6.2130303,10.703994,True,H,N
E0,09/04/2004 00:00:00,Everton,0.46140262,0.294799,0.24379851,1.3240684,0.92706364,6.7098427,5.2899585,13.882058,10.055693,Tottenham,0.23542258,0,0.7645774,0.74760556,1.7274259,5.0463037,8.65542,9.228067,14.082378,True,H,Y
SC0,10/04/2004 00:00:00,Hibernian,0.26111203,0.3731302,0.36575776,1.5376647,1.8417221,4.5052023,4.5758905,8.931034,7.7913294,Kilmarnock,0.11581762,0.14369163,0.74049085,1.0247388,2.333653,4.3380027,5.3927,7.2153673,9.91367,True,H,Y
E3,10/04/2004 00:00:00,Huddersfield,0.6701588,0.2389007,0.09094051,1.9945362,0.6441296,7.181613,3.6957335,13.1687155,7.707456,Southend,0.36174312,0.40206918,0.23618777,1.3366212,1.2141287,6.252962,6.468615,12.319042,11.971901,True,H,N
E3,10/04/2004 00:00:00,Hull,0.7702264,0.05594238,0.17383125,1.7679954,0.6298164,7.9374585,5.2992673,14.931543,10.526893,Northampton,0.40145454,0.17913608,0.41940945,1.3082862,1.0182049,5.5700774,6.31346,10.094052,13.149827,True,A,Y
E1,10/04/2004 00:00:00,West Brom,0.6397279,0.2504752,0.109796904,1.7442521,0.6825014,6.485206,2.7521267,11.495779,7.0373898,Gillingham,0.065290555,0.31654137,0.61816806,0.604944,1.3848314,3.9856308,8.52843,7.798301,15.262525,True,H,N
E1,10/04/2004 00:00:00,West Ham,0.68188125,0.11264198,0.20547673,2.1655748,0.93720734,7.8178954,2.3882804,14.220551,5.007895,Derby,0,0.3146172,0.68538284,0.67620987,1.6567303,5.9619436,5.8179617,9.720636,10.854186,True,D,N
E1,10/04/2004 00:00:00,Wimbledon,0,0.12195447,0.8780455,0.37388164,1.4502038,2.5911868,5.8480372,6.701697,11.069972,Preston,0.13732067,0.35434362,0.5083357,0.9771545,1.8477706,4.917514,4.7993197,9.629155,10.277106,True,D,Y
E1,12/04/2004 00:00:00,Ipswich,0.51872844,0,0.48127148,2.304679,1.9748276,8.2132,7.1988125,15.249372,10.844521,Sunderland,0.5211745,0.16221431,0.31661123,1.6875572,1.5495243,6.072894,4.9863014,10.829429,9.319002,True,H,N
E3,12/04/2004 00:00:00,Kidderminster,0.439343,0.29991004,0.26074705,1.409153,1.1545689,6.0630784,3.3116617,11.04681,7.399852,Huddersfield,0.46040708,0.30446607,0.23512691,1.1444017,1.1739798,4.5918894,5.9804726,8.446358,10.740004,True,H,Y
E3,12/04/2004 00:00:00,Leyton Orient,0.40259245,0.47625014,0.12115734,1.1833205,0.88101375,5.008971,2.9482718,8.903106,5.4314365,Carlisle,0.31739333,0.19231953,0.49028718,1.32733,1.8411765,7.0506167,6.640983,10.511646,11.127082,True,D,N
E3,12/04/2004 00:00:00,Torquay,0.64547646,0.26016635,0.0943572,2.1473556,0.68560725,7.3637333,4.9420023,12.802805,9.675982,Oxford,0.12156912,0.2378792,0.64055157,0.76355404,1.608257,3.3870907,6.2390976,6.4700127,11.227935,True,H,Y
E0,12/04/2004 00:00:00,Tottenham,0.532133,0.113977365,0.35388967,2.0299814,1.5544941,7.3464165,6.709162,11.80717,11.95969,Man City,0.1620504,0.21568191,0.6222677,1.2320261,1.7989453,7.511746,6.020608,11.987118,9.501483,True,D,N
E0,12/04/2004 00:00:00,Wolves,0.32624868,0.2892954,0.38445598,1.3634602,2.1432269,4.867935,6.4622216,10.221836,10.983198,Bolton,0.35439894,0.10232936,0.54327166,1.1984806,1.6732533,6.0530567,7.1591773,11.077697,11.193127,True,A,Y
E3,17/04/2004 00:00:00,Bristol Rvs,0.26345697,0.3989956,0.33754742,1.2012682,1.2150829,5.913879,5.7826505,10.464309,9.472609,Swansea,0.09426718,0.35605103,0.54968184,0.67532897,1.5648899,5.0200872,6.1297474,9.158332,12.040028,True,H,Y
E3,17/04/2004 00:00:00,Cambridge,0.39503825,0.16525061,0.43971115,1.0734841,0.897196,6.798003,5.2488894,11.767962,9.007078,Kidderminster,0.1720959,0.30243164,0.5254725,0.65045553,1.4580386,4.4629364,6.477704,8.367369,11.953649,True,D,N
E1,17/04/2004 00:00:00,Cardiff,0.39374256,0.13739242,0.46886513,1.4415767,1.4274803,7.4510264,4.581551,13.066018,8.772434,Burnley,0.25380063,0.4134124,0.33278704,0.9781304,1.6087457,5.1213155,7.8805394,9.117833,13.128156,True,H,N
E0,17/04/2004 00:00:00,Man City,0.12020552,0.66417193,0.21562275,1.2797973,1.2343225,8.195688,4.8652334,15.786899,9.261933,Southampton,0.19743249,0.1545313,0.64803624,1.1661133,1.6513005,6.902786,8.660677,11.519126,15.443685,True,A,Y
E3,17/04/2004 00:00:00,Northampton,0.74720114,0.1377074,0.11509136,1.6186589,0.71789384,6.806158,5.351119,12.142999,10.2738495,Southend,0.33346096,0.37063417,0.29590487,1.23212,1.095656,6.1785507,5.790502,11.957817,11.434353,True,D,Y
E1,17/04/2004 00:00:00,Norwich,0.7314027,0.19755596,0.07104136,1.5725743,0.33063576,8.408566,6.893565,13.896812,12.607237,Walsall,0.3632888,0.19433233,0.44237897,0.91169864,1.3873558,3.4530933,9.946848,6.5486326,17.001858,True,H,Y
SC0,18/04/2004 00:00:00,Kilmarnock,0.435381,0.21493042,0.34968865,1.5787785,1.6891857,6.4899592,5.592042,11.047369,10.035616,Celtic,1,0,0,2.984149,0.60914564,6.898832,5.6277585,9.890881,9.214665,True,A,N
E1,18/04/2004 00:00:00,Sunderland,0.6747835,0.32521656,0,2.014535,0.8387668,7.599349,4.297749,13.014953,8.16211,West Brom,0.45760337,0.3902086,0.15218799,1.2610743,1.0246251,6.6923556,5.289995,12.009622,9.943482,True,A,N
E2,20/04/2004 00:00:00,Luton,0.5319003,0.2888971,0.17920257,1.7430527,1.3256521,7.296002,4.453534,12.525927,8.242863,Bournemouth,0.23997307,0.27679616,0.48323068,1.1015612,1.3037379,3.9350934,5.2908363,9.775999,10.407302,True,D,N
SC0,24/04/2004 00:00:00,Dundee United,0.6433667,0.3032147,0.053418703,1.7353789,0.89123917,6.5730543,5.194647,10.527094,9.471089,Rangers,0.39882526,0.36003613,0.2411387,0.8082028,0.89460695,5.464527,4.746271,9.302362,8.601854,True,D,Y
SC0,24/04/2004 00:00:00,Dunfermline,0.42620847,0.4870353,0.08675621,1.2565206,1.0331774,4.7844324,3.9694455,9.01814,7.3530397,Motherwell,0.19618954,0.3080792,0.49573132,0.9294425,1.2307057,4.4017935,5.0410533,8.356765,10.59489,True,H,Y
E0,24/04/2004 00:00:00,Everton,0.5603624,0.26627865,0.17335902,1.626766,0.9341198,7.309267,5.4553967,13.843574,10.009529,Blackburn,0.49015242,0.15393546,0.35591212,1.7139868,1.6903878,5.185137,7.4355273,10.779151,12.875328,True,A,N
E1,24/04/2004 00:00:00,Preston,0.42050633,0.3021655,0.27732816,1.7011088,1.2952659,9.353056,5.219702,18.5404,9.056429,Cardiff,0.35853735,0.208903,0.43255964,0.95851386,1.4074323,5.155902,6.906287,10.215443,12.6352415,True,D,Y
E3,24/04/2004 00:00:00,Scunthorpe,0.19053891,0.5280664,0.28139472,1.2064469,1.2046149,6.0709686,5.4565945,11.697825,9.884378,Macclesfield,0.4256058,0.07918316,0.49521098,1.4405738,1.7009703,5.426532,6.562962,9.919355,12.688503,True,H,N
E2,24/04/2004 00:00:00,Sheffield Weds,0.48807916,0.3391352,0.17278554,1.1943209,0.9132861,5.251635,5.1513925,10.070233,8.847309,Colchester,0.1076048,0.38528356,0.50711167,0.68434596,1.210583,4.176597,6.1227508,7.9270644,10.981158,True,A,N
E0,25/04/2004 00:00:00,Tottenham,0.4793709,0.24838082,0.27224827,1.9744091,1.4995149,7.795736,6.511283,12.35651,10.9213915,Arsenal,0.6206988,0.37930137,0,1.648159,0.4853928,6.283091,4.730104,11.1814995,9.777232,True,D,Y
E1,30/04/2004 00:00:00,Sheffield United,0.31603977,0.28204402,0.40191624,1.2983127,1.4349152,4.4520373,6.1651998,9.334968,9.848834,Ipswich,0.5269687,0.19441429,0.278617,1.69388,1.4972664,6.1948147,4.577498,11.490974,8.602867,True,D,N
E0,01/05/2004 00:00:00,Arsenal,0.8292395,0.17076053,0,2.5871243,0.73696554,9.031405,3.9917352,14.796806,8.418359,Birmingham,0.056947537,0.51404566,0.42900684,1.0306059,1.7793108,4.14897,7.056089,8.30474,12.181414,True,D,N
E1,01/05/2004 00:00:00,Gillingham,0.44645882,0,0.5535412,1.1224911,1.2427973,7.133709,4.2658377,12.319848,8.916805,Coventry,0.37629402,0,0.623706,1.1652459,1.4112886,5.4633956,4.8037367,10.973717,9.500081,True,A,Y
E2,01/05/2004 00:00:00,Grimsby,0.48045608,0.15646824,0.36307567,1.5093331,1.2195259,5.7205358,4.989168,10.811363,9.039924,Brentford,0.23762684,0.35196874,0.41040447,1.0191214,1.3734791,3.8798342,7.498643,7.0771794,12.402797,True,H,N
E2,01/05/2004 00:00:00,Hartlepool,0.49885944,0.1786197,0.32252085,2.0027184,1.5640591,8.588679,5.65288,16.04434,10.528936,Plymouth,0.21728656,0.26184586,0.52086765,0.64898163,1.2440454,4.7839727,5.894958,11.015597,9.6065035,True,A,Y
